Station,Load,Capacity,Idle,Tasks
1,766,1000,234,[14]
2,555,1000,445,[37]
3,563,1000,437,[20]
4,901,1000,99,"[33, 62]"
5,946,1000,54,"[80, 102]"
6,801,1000,199,[18]
7,730,1000,270,[38]
8,642,1000,358,[65]
9,985,1000,15,"[10, 28]"
10,932,1000,68,"[4, 3]"
11,771,1000,229,"[5, 1]"
12,968,1000,32,"[2, 21]"
13,595,1000,405,[47]
14,528,1000,472,[70]
15,961,1000,39,"[99, 116]"
16,924,1000,76,"[126, 157]"
17,725,1000,275,[31]
18,609,1000,391,[180]
19,928,1000,72,"[198, 66]"
20,733,1000,267,[216]
21,857,1000,143,"[81, 235]"
22,572,1000,428,[253]
23,538,1000,462,[267]
24,698,1000,302,"[289, 321]"
25,887,1000,113,"[337, 351]"
26,982,1000,18,"[357, 387]"
27,593,1000,407,[405]
28,520,1000,480,[381]
29,914,1000,86,"[396, 430]"
30,743,1000,257,"[452, 460]"
31,690,1000,310,[479]
32,642,1000,358,[52]
33,946,1000,54,"[119, 76]"
34,719,1000,281,[100]
35,958,1000,42,"[68, 30]"
36,859,1000,141,"[61, 83]"
37,639,1000,361,[96]
38,551,1000,449,[111]
39,973,1000,27,"[131, 117]"
40,884,1000,116,"[124, 135]"
41,965,1000,35,"[7, 56]"
42,998,1000,2,"[67, 130]"
43,930,1000,70,"[43, 136]"
44,789,1000,211,"[137, 163]"
45,696,1000,304,[188]
46,841,1000,159,"[122, 155]"
47,627,1000,373,[178]
48,697,1000,303,[150]
49,862,1000,138,"[175, 192]"
50,832,1000,168,[222]
51,858,1000,142,"[227, 19]"
52,936,1000,64,"[32, 219]"
53,806,1000,194,"[241, 258]"
54,874,1000,126,"[278, 205]"
55,977,1000,23,"[224, 301]"
56,944,1000,56,"[240, 50]"
57,852,1000,148,"[257, 279]"
58,927,1000,73,"[298, 309]"
59,868,1000,132,"[336, 344]"
60,955,1000,45,"[23, 376]"
61,988,1000,12,"[385, 392]"
62,576,1000,424,[95]
63,868,1000,132,"[110, 125]"
64,717,1000,283,[138]
65,914,1000,86,"[264, 308]"
66,830,1000,170,"[45, 189]"
67,972,1000,28,"[215, 207]"
68,946,1000,54,"[237, 324]"
69,995,1000,5,"[254, 266]"
70,813,1000,187,[34]
71,624,1000,376,[63]
72,558,1000,442,[217]
73,873,1000,127,"[59, 84]"
74,990,1000,10,"[343, 94]"
75,1000,1000,0,"[236, 249]"
76,855,1000,145,"[74, 97]"
77,675,1000,325,[114]
78,862,1000,138,"[265, 120]"
79,732,1000,268,[338]
80,873,1000,127,"[9, 24]"
81,972,1000,28,"[17, 25]"
82,987,1000,13,"[288, 413]"
83,709,1000,291,[436]
84,730,1000,270,[403]
85,999,1000,1,"[470, 434]"
86,870,1000,130,"[425, 473]"
87,940,1000,60,"[476, 449]"
88,753,1000,247,[487]
89,919,1000,81,"[493, 458]"
90,1000,1000,0,"[483, 275]"
91,901,1000,99,"[297, 497]"
92,954,1000,46,"[516, 322]"
93,700,1000,300,[530]
94,879,1000,121,"[512, 549]"
95,958,1000,42,"[567, 584]"
96,997,1000,3,"[531, 444]"
97,881,1000,119,"[467, 153]"
98,653,1000,347,[164]
99,686,1000,314,[370]
100,883,1000,117,"[378, 475]"
101,974,1000,26,"[492, 511]"
102,885,1000,115,"[527, 547]"
103,690,1000,310,[112]
104,980,1000,20,"[127, 141]"
105,595,1000,405,[140]
106,995,1000,5,"[556, 577]"
107,969,1000,31,"[607, 463]"
108,716,1000,284,[159]
109,988,1000,12,"[620, 494]"
110,558,1000,442,[507]
111,651,1000,349,[488]
112,987,1000,13,"[58, 499]"
113,664,1000,336,[79]
114,581,1000,419,[8]
115,652,1000,348,[90]
116,591,1000,409,[89]
117,847,1000,153,"[551, 46]"
118,938,1000,62,"[165, 190]"
119,990,1000,10,"[573, 520]"
120,978,1000,22,"[509, 91]"
121,961,1000,39,"[544, 107]"
122,968,1000,32,"[22, 605]"
123,659,1000,341,[552]
124,890,1000,110,"[570, 575]"
125,676,1000,324,[212]
126,877,1000,123,"[128, 162]"
127,975,1000,25,"[134, 226]"
128,651,1000,349,[637]
129,842,1000,158,"[585, 615]"
130,997,1000,3,"[635, 657]"
131,958,1000,42,"[681, 707]"
132,883,1000,117,"[717, 578]"
133,924,1000,76,"[618, 626]"
134,890,1000,110,"[644, 669]"
135,954,1000,46,"[688, 736]"
136,898,1000,102,"[766, 770]"
137,656,1000,344,[792]
138,936,1000,64,"[171, 194]"
139,975,1000,25,"[698, 718]"
140,995,1000,5,"[740, 813]"
141,770,1000,230,"[823, 847]"
142,645,1000,355,[200]
143,991,1000,9,"[869, 213]"
144,951,1000,49,"[285, 287]"
145,930,1000,70,"[133, 242]"
146,621,1000,379,[245]
147,601,1000,399,[632]
148,957,1000,43,"[636, 654]"
149,966,1000,34,"[674, 39]"
150,611,1000,389,[51]
151,991,1000,9,"[566, 550]"
152,552,1000,448,[565]
153,1000,1000,0,"[652, 411]"
154,559,1000,441,[335]
155,651,1000,349,[354]
156,746,1000,254,[365]
157,604,1000,396,[377]
158,988,1000,12,"[123, 147]"
159,751,1000,249,[177]
160,994,1000,6,"[506, 11]"
161,600,1000,400,[27]
162,915,1000,85,"[557, 209]"
163,970,1000,30,"[230, 256]"
164,916,1000,84,"[281, 305]"
165,856,1000,144,"[320, 333]"
166,618,1000,382,[350]
167,975,1000,25,"[182, 69]"
168,712,1000,288,[238]
169,989,1000,11,"[261, 284]"
170,979,1000,21,"[292, 590]"
171,992,1000,8,"[595, 359]"
172,954,1000,46,"[379, 314]"
173,625,1000,375,[404]
174,989,1000,11,"[410, 334]"
175,571,1000,429,[231]
176,869,1000,131,"[348, 259]"
177,846,1000,154,"[363, 283]"
178,971,1000,29,"[386, 303]"
179,786,1000,214,"[310, 325]"
180,675,1000,325,[345]
181,985,1000,15,"[156, 555]"
182,557,1000,443,[656]
183,615,1000,385,[169]
184,608,1000,392,[355]
185,972,1000,28,"[6, 183]"
186,989,1000,11,"[437, 682]"
187,628,1000,372,[703]
188,971,1000,29,"[455, 719]"
189,728,1000,272,[307]
190,906,1000,94,"[394, 743]"
191,972,1000,28,"[574, 746]"
192,996,1000,4,"[263, 412]"
193,993,1000,7,"[596, 768]"
194,985,1000,15,"[787, 806]"
195,590,1000,410,[158]
196,966,1000,34,"[161, 457]"
197,903,1000,97,"[482, 496]"
198,955,1000,45,"[510, 540]"
199,596,1000,404,[113]
200,615,1000,385,[576]
201,845,1000,155,"[821, 15]"
202,994,1000,6,"[546, 564]"
203,862,1000,138,"[26, 606]"
204,920,1000,80,"[173, 623]"
205,730,1000,270,[769]
206,895,1000,105,"[129, 104]"
207,711,1000,289,"[471, 485]"
208,880,1000,120,"[639, 666]"
209,770,1000,230,"[672, 794]"
210,843,1000,157,"[132, 490]"
211,912,1000,88,"[181, 802]"
212,922,1000,78,"[838, 867]"
213,990,1000,10,"[890, 679]"
214,997,1000,3,"[700, 725]"
215,745,1000,255,[741]
216,997,1000,3,"[589, 760]"
217,695,1000,305,"[612, 628]"
218,975,1000,25,"[651, 772]"
219,701,1000,299,[795]
220,994,1000,6,"[371, 809]"
221,564,1000,436,[262]
222,667,1000,333,[824]
223,660,1000,340,[861]
224,970,1000,30,"[891, 839]"
225,631,1000,369,[244]
226,564,1000,436,[807]
227,581,1000,419,[828]
228,802,1000,198,"[187, 223]"
229,969,1000,31,"[232, 840]"
230,924,1000,76,"[868, 879]"
231,827,1000,173,[910]
232,908,1000,92,"[873, 767]"
233,1000,1000,0,"[776, 400]"
234,822,1000,178,[409]
235,583,1000,417,[426]
236,579,1000,421,[105]
237,561,1000,439,[427]
238,627,1000,373,[438]
239,638,1000,362,[491]
240,975,1000,25,"[440, 139]"
241,870,1000,130,"[246, 502]"
242,983,1000,17,"[665, 537]"
243,965,1000,35,"[678, 774]"
244,832,1000,168,"[796, 71]"
245,984,1000,16,"[808, 92]"
246,932,1000,68,"[881, 900]"
247,634,1000,366,[916]
248,858,1000,142,"[149, 941]"
249,993,1000,7,"[170, 500]"
250,989,1000,11,"[517, 956]"
251,583,1000,417,[977]
252,736,1000,264,[498]
253,958,1000,42,"[519, 533]"
254,999,1000,1,"[554, 142]"
255,992,1000,8,"[560, 168]"
256,671,1000,329,[57]
257,616,1000,384,[73]
258,916,1000,84,"[677, 706]"
259,766,1000,234,[341]
260,984,1000,16,"[115, 880]"
261,648,1000,352,"[907, 925]"
262,732,1000,268,"[934, 145]"
263,783,1000,217,[172]
264,992,1000,8,"[191, 962]"
265,769,1000,231,[969]
266,980,1000,20,"[989, 897]"
267,628,1000,372,[927]
268,654,1000,346,[864]
269,982,1000,18,"[93, 658]"
270,959,1000,41,"[680, 702]"
271,996,1000,4,"[712, 667]"
272,881,1000,119,"[878, 220]"
273,618,1000,382,[233]
274,971,1000,29,"[913, 919]"
275,987,1000,13,"[940, 785]"
276,978,1000,22,"[980, 608]"
277,987,1000,13,"[75, 634]"
278,911,1000,89,"[803, 836]"
279,992,1000,8,"[841, 757]"
280,606,1000,394,[777]
281,798,1000,202,[415]
282,851,1000,149,"[446, 469]"
283,983,1000,17,"[480, 399]"
284,960,1000,40,"[945, 417]"
285,998,1000,2,"[442, 790]"
286,994,1000,6,"[817, 793]"
287,817,1000,183,"[515, 420]"
288,949,1000,51,"[445, 528]"
289,985,1000,15,"[184, 448]"
290,1000,1000,0,"[588, 526]"
291,964,1000,36,"[380, 696]"
292,833,1000,167,[312]
293,937,1000,63,"[558, 330]"
294,928,1000,72,"[353, 366]"
295,930,1000,70,"[383, 407]"
296,645,1000,355,[422]
297,954,1000,46,"[454, 280]"
298,732,1000,268,[661]
299,636,1000,364,[683]
300,925,1000,75,"[106, 694]"
301,742,1000,258,"[729, 735]"
302,744,1000,256,"[755, 290]"
303,823,1000,177,[313]
304,606,1000,394,[332]
305,922,1000,78,"[858, 789]"
306,999,1000,1,"[814, 513]"
307,629,1000,371,[676]
308,911,1000,89,"[339, 361]"
309,997,1000,3,"[697, 391]"
310,997,1000,3,"[206, 88]"
311,997,1000,3,"[44, 521]"
312,652,1000,348,[732]
313,984,1000,16,"[747, 543]"
314,996,1000,4,"[831, 844]"
315,998,1000,2,"[583, 820]"
316,613,1000,387,[886]
317,980,1000,20,"[468, 501]"
318,814,1000,186,[201]
319,999,1000,1,"[202, 144]"
