Task,Station,Time
7,1,68
15,1,266
10,1,115
5,1,211
2,1,173
21,1,105
11,1,52
28,2,124
24,2,195
1,2,212
8,2,197
33,2,147
49,2,27
19,2,34
14,2,22
23,2,29
53,3,228
66,3,139
26,3,270
17,3,149
69,3,153
20,3,54
37,4,118
48,4,75
27,4,237
12,4,251
30,4,96
74,4,66
34,4,120
59,5,66
25,5,208
31,5,255
52,5,154
70,5,165
51,5,86
68,5,56
88,6,330
92,6,101
32,6,159
45,6,167
6,6,156
96,6,26
56,6,55
67,7,118
90,7,141
60,7,278
64,7,171
75,7,60
106,7,158
42,7,53
120,8,97
9,8,226
3,8,219
40,8,235
77,8,85
86,8,131
117,9,206
126,9,196
136,9,143
152,9,205
165,9,236
132,10,463
139,10,102
168,10,98
18,10,202
36,10,81
43,10,53
38,11,26
58,11,201
35,11,131
95,11,252
57,11,217
50,11,144
105,12,231
16,12,161
13,12,158
39,12,104
55,12,81
71,12,92
94,12,100
110,12,46
114,13,113
118,13,202
100,13,255
93,13,180
84,13,63
47,13,146
72,13,38
65,14,180
76,14,86
89,14,217
97,14,163
107,14,51
87,14,37
115,14,259
123,15,149
145,15,70
159,15,100
138,15,141
156,15,124
142,15,119
133,15,212
61,15,75
181,16,181
189,16,21
194,16,167
113,16,188
91,16,94
103,16,117
129,16,91
137,16,33
22,16,94
128,17,200
147,17,364
166,17,103
162,17,63
184,17,126
98,17,82
108,17,51
99,18,138
185,18,159
195,18,30
192,18,173
29,18,279
41,18,158
54,18,52
73,19,78
85,19,113
102,19,194
4,19,293
46,19,219
44,19,89
62,20,151
153,20,56
173,20,22
170,20,33
187,20,165
202,20,147
217,20,35
242,20,51
221,20,28
264,20,73
288,20,92
303,20,99
306,21,298
198,21,145
210,21,181
307,21,91
169,21,192
193,21,72
191,22,64
201,22,23
213,22,206
247,22,90
231,22,70
258,22,138
219,22,203
230,22,151
267,23,141
261,23,92
232,23,146
171,23,320
172,23,104
199,23,176
209,24,232
218,24,243
208,24,274
244,24,128
227,24,86
257,25,48
285,25,103
273,25,210
274,25,32
299,25,282
275,25,108
290,25,54
297,25,112
311,25,40
291,26,268
322,26,60
335,26,131
334,26,147
353,26,61
340,26,161
349,26,153
350,27,174
363,27,31
379,27,44
330,27,116
344,27,50
323,27,32
359,27,186
370,27,210
375,27,81
389,27,74
387,28,167
411,28,46
395,28,165
211,28,284
367,28,179
272,28,153
276,29,305
294,29,210
360,29,164
203,29,296
225,30,174
245,30,157
337,30,174
228,30,67
174,30,187
197,30,91
410,30,141
432,31,30
220,31,234
236,31,45
234,31,192
263,31,133
269,31,81
289,31,90
400,31,194
298,32,59
314,32,109
329,32,173
318,32,151
304,32,123
281,32,208
435,32,133
369,32,37
300,33,231
440,33,215
465,33,72
223,33,332
246,33,120
248,34,231
268,34,131
260,34,236
63,34,150
83,34,118
82,34,46
79,34,65
81,35,243
320,35,261
116,35,55
78,35,253
101,35,95
112,35,88
122,36,104
143,36,72
141,36,36
161,36,182
390,36,32
155,36,255
109,36,127
131,36,190
135,37,148
144,37,98
154,37,97
80,37,25
111,37,46
121,37,143
130,37,53
146,37,28
158,37,25
186,37,101
180,37,50
175,37,66
178,37,117
200,38,268
215,38,180
163,38,80
182,38,230
190,38,144
179,38,66
206,39,176
212,39,119
207,39,261
214,39,68
183,39,130
196,39,49
119,39,195
226,40,101
251,40,125
249,40,133
250,40,78
252,40,188
278,40,107
284,40,62
254,40,24
256,40,130
255,40,51
283,41,170
282,41,204
295,41,188
310,41,113
386,41,32
413,41,98
426,41,167
397,42,307
429,42,300
439,42,105
446,42,117
293,42,30
301,42,67
312,42,34
447,42,28
331,43,91
462,43,192
253,43,212
451,43,179
459,43,74
321,43,47
279,43,67
348,43,123
164,44,44
308,44,104
326,44,215
327,44,255
328,44,234
324,44,31
325,44,89
336,44,23
347,45,151
352,45,160
346,45,205
377,45,122
342,45,50
177,45,198
309,45,102
338,46,164
332,46,78
470,46,121
473,46,58
104,46,124
125,46,138
124,46,152
150,46,158
151,47,49
167,47,31
188,47,66
205,47,35
216,47,52
240,47,157
259,47,185
287,47,78
243,47,90
204,47,118
222,47,44
241,47,94
239,48,142
235,48,299
266,48,44
265,48,98
262,48,161
286,48,140
302,48,81
315,49,113
233,49,38
270,49,60
237,49,268
271,49,65
292,49,132
224,49,185
134,49,75
319,49,45
277,50,189
229,50,78
280,50,105
296,50,69
313,50,45
305,50,267
316,50,118
333,50,52
343,50,49
339,51,155
355,51,84
357,51,162
351,51,127
362,51,106
391,51,81
405,51,42
404,51,140
358,51,73
398,52,146
373,52,118
396,52,321
419,52,196
407,52,150
431,52,31
345,52,37
374,53,127
366,53,244
381,53,111
414,53,31
433,53,211
445,53,106
422,53,35
368,53,130
384,54,45
364,54,337
378,54,88
382,54,28
408,54,24
394,54,79
385,54,70
412,54,259
409,54,40
401,55,232
421,55,135
437,55,104
393,55,199
383,55,288
399,55,29
423,56,38
416,56,145
424,56,170
392,56,113
449,56,74
468,56,271
380,56,56
402,56,104
417,57,113
420,57,40
443,57,150
430,57,47
371,57,316
484,57,254
372,57,51
317,58,259
442,58,137
464,58,130
489,58,78
483,58,302
466,58,89
500,59,152
527,59,257
495,59,247
509,59,49
517,59,45
508,59,41
499,59,109
523,59,76
546,60,107
514,60,256
534,60,111
521,60,155
532,60,270
497,60,81
555,61,106
560,61,153
469,61,191
533,61,286
559,61,144
586,61,48
538,61,64
594,62,209
611,62,186
615,62,162
652,62,126
472,62,81
609,62,154
428,62,46
557,62,24
450,63,230
444,63,175
463,63,135
482,63,159
461,63,260
494,64,98
490,64,188
512,64,42
515,64,129
536,64,49
566,64,62
542,64,188
567,64,47
552,64,57
578,64,120
558,65,153
582,65,49
607,65,95
617,65,170
653,65,167
641,65,227
579,65,139
601,66,80
613,66,130
631,66,44
677,66,264
670,66,80
672,66,158
675,66,67
681,66,148
702,67,179
543,67,199
564,67,191
673,67,167
685,67,197
690,67,43
695,68,321
710,68,200
740,68,33
729,68,247
671,68,79
441,68,115
705,69,172
460,69,343
708,69,181
712,69,211
722,69,31
731,69,37
752,70,303
425,70,132
438,70,99
713,70,217
741,70,111
674,70,90
697,70,21
696,71,105
716,71,169
692,71,174
737,71,276
757,71,79
721,71,185
735,72,284
756,72,144
778,72,116
792,72,133
780,72,158
749,72,101
793,73,191
801,73,159
811,73,118
830,73,113
824,73,187
772,73,126
715,73,89
733,74,38
739,74,68
730,74,70
806,74,306
759,74,173
608,74,251
624,74,29
620,75,175
646,75,115
683,75,63
700,75,174
719,75,223
726,75,159
734,75,25
760,75,43
742,76,166
754,76,126
761,76,91
755,76,142
771,76,75
785,76,209
751,76,78
676,76,98
703,77,132
711,77,240
645,77,180
403,77,283
415,77,38
341,77,127
354,78,95
365,78,230
376,78,97
388,78,261
406,78,188
418,78,73
434,79,168
427,79,162
448,79,166
453,79,166
471,79,96
491,79,129
238,79,109
356,80,156
361,80,208
452,80,146
487,80,213
467,80,228
488,81,146
458,81,185
478,81,50
501,81,27
479,81,61
506,81,61
496,81,212
486,81,145
507,81,44
476,81,66
526,82,175
539,82,80
520,82,71
541,82,112
518,82,219
531,82,233
474,82,53
548,82,55
565,83,199
503,83,250
498,83,92
591,83,35
529,83,265
516,83,144
480,84,220
511,84,237
513,84,59
630,84,185
656,84,195
686,84,33
524,84,62
668,85,155
658,85,139
544,85,67
568,85,208
669,85,233
701,85,70
693,85,78
492,85,34
725,86,167
510,86,228
519,86,154
547,86,119
666,86,162
563,86,167
502,87,185
481,87,235
665,87,168
477,87,171
505,87,194
522,87,21
540,88,50
556,88,246
537,88,201
530,88,155
554,88,53
581,88,194
691,88,70
660,89,150
664,89,106
657,89,252
704,89,48
717,89,346
698,89,34
723,89,32
738,90,50
732,90,108
750,90,186
736,90,228
528,90,174
