Task,Station,Time
9,1,281
29,1,491
50,1,188
75,2,104
94,2,237
15,2,580
11,3,84
118,3,345
35,3,76
44,3,131
72,3,201
84,3,129
113,4,153
131,4,249
145,4,153
176,4,303
192,4,105
218,5,292
236,5,26
254,5,172
276,5,89
286,5,387
24,6,143
55,6,249
73,6,549
92,7,52
105,7,126
67,7,148
85,7,129
114,7,308
12,7,170
22,8,241
43,8,415
71,8,307
42,9,76
62,9,194
81,9,519
34,9,200
53,10,30
66,10,154
93,10,521
106,10,257
48,11,159
130,11,605
69,11,207
82,12,189
151,12,117
127,12,40
162,12,306
175,12,326
173,13,214
187,13,181
95,13,123
116,13,450
134,14,363
157,14,447
190,14,157
217,15,106
133,15,174
146,15,496
169,15,179
174,16,246
244,16,161
255,16,551
89,17,55
277,17,71
91,17,309
124,17,202
102,17,235
212,17,79
229,18,436
104,18,31
137,18,276
143,18,222
260,19,96
280,19,38
117,19,295
290,19,218
309,19,325
323,20,278
60,20,382
28,20,189
41,20,90
59,21,113
234,21,207
282,21,438
88,21,113
108,21,101
135,22,324
155,22,102
170,22,489
112,23,421
13,23,513
138,24,170
144,24,101
25,24,106
39,24,539
20,25,300
266,25,192
142,25,285
125,25,196
126,26,97
297,26,204
315,26,182
338,26,507
358,27,132
383,27,101
409,27,490
426,27,56
443,27,145
473,27,67
171,28,193
482,28,209
504,28,475
518,28,102
529,29,140
560,29,529
567,29,68
588,29,48
601,29,151
627,30,285
589,30,386
223,30,230
299,31,330
242,31,202
257,31,107
275,31,104
287,31,166
303,32,65
329,32,150
347,32,102
364,32,527
380,32,85
334,33,312
404,33,241
422,33,438
445,34,125
318,34,254
463,34,427
481,34,166
506,35,90
345,35,213
356,35,543
373,35,63
393,36,98
58,36,300
399,36,545
428,37,122
270,37,233
283,37,54
40,37,89
298,37,495
436,38,185
446,38,137
321,38,72
339,38,558
467,39,496
367,39,239
386,39,112
485,39,109
203,40,253
597,40,277
625,40,204
520,40,32
538,40,158
500,41,91
17,41,536
402,41,139
434,41,213
523,42,58
448,42,48
539,42,430
459,42,174
26,42,232
37,43,146
542,43,193
474,43,204
541,43,59
565,43,372
582,44,43
97,44,53
52,44,147
70,44,229
635,44,173
667,44,351
595,45,189
475,45,305
197,45,468
668,46,87
204,46,79
685,46,542
362,46,243
379,47,111
401,47,187
477,47,166
707,47,489
630,48,193
417,48,89
728,48,39
754,48,103
769,48,495
786,49,355
800,49,225
816,49,302
83,50,215
838,50,194
866,50,183
556,50,240
711,50,64
732,50,102
758,51,253
764,51,366
787,51,105
798,51,165
823,51,62
842,52,151
864,52,91
884,52,28
909,52,105
519,52,585
320,53,171
530,53,184
888,53,375
920,53,247
935,54,118
895,54,190
570,54,154
587,54,65
598,54,242
585,54,101
613,54,94
628,55,493
540,55,231
640,55,235
651,56,144
333,56,183
341,56,443
371,56,202
389,57,210
680,57,601
624,57,117
641,58,504
551,58,486
576,59,382
594,59,86
603,59,446
233,60,66
258,60,568
132,60,53
278,60,229
149,61,133
291,61,185
656,61,266
465,61,76
493,61,284
681,61,28
687,62,40
351,62,424
304,62,514
686,63,90
496,63,125
313,63,42
78,63,34
452,63,66
706,63,166
727,63,127
746,63,177
773,63,134
458,64,66
792,64,38
397,64,137
543,64,556
616,64,127
807,64,47
264,65,228
809,65,521
632,65,223
614,66,65
476,66,28
357,66,90
649,66,38
914,66,218
928,66,541
961,67,72
536,67,289
564,67,344
970,67,216
985,68,108
578,68,473
593,68,97
929,68,71
954,68,243
976,69,452
941,69,491
963,70,223
293,70,91
302,70,259
314,70,368
507,71,577
514,71,239
532,71,92
549,72,478
748,72,487
152,73,347
411,73,520
424,73,87
451,74,311
771,74,230
294,74,148
306,74,86
330,74,201
354,75,248
372,75,445
381,75,256
405,76,25
433,76,266
324,76,221
484,76,107
499,76,303
513,77,80
533,77,284
620,77,213
637,77,63
653,77,92
677,77,200
431,78,88
90,78,296
508,78,134
256,78,437
265,79,106
554,79,495
524,79,387
525,80,248
797,80,31
810,80,55
583,80,267
596,80,27
566,80,69
826,80,267
150,81,55
178,81,122
857,81,647
883,81,124
913,82,102
199,82,237
921,82,273
946,82,163
958,82,204
973,83,145
215,83,195
558,83,134
577,83,476
592,84,436
331,84,253
158,84,277
325,85,114
360,85,306
384,85,519
573,86,178
410,86,550
400,86,112
423,86,136
307,87,384
337,87,147
440,87,362
466,87,104
487,88,91
353,88,349
584,88,516
413,89,404
607,89,280
622,89,74
645,89,187
156,90,84
665,90,143
172,90,42
189,90,488
222,90,238
243,91,282
259,91,612
343,91,86
374,92,228
382,92,318
396,92,398
375,93,231
586,93,492
621,93,116
119,93,136
435,94,34
629,94,351
416,94,135
648,94,469
510,95,431
669,95,561
101,96,116
825,96,352
683,96,464
700,97,100
722,97,63
827,97,312
526,97,459
736,98,26
605,98,39
615,98,192
859,98,220
880,98,509
757,99,153
897,99,434
511,99,401
527,100,256
517,100,25
962,100,66
972,100,503
531,100,106
550,101,142
984,101,195
99,101,305
716,101,186
535,101,136
731,102,128
553,102,88
977,102,94
4,102,146
23,102,165
974,102,137
1000,102,162
751,102,79
765,103,200
788,103,140
161,103,226
179,103,135
470,103,231
486,104,488
115,104,185
128,104,301
153,105,169
163,105,216
7,105,73
27,105,65
49,105,160
2,105,260
33,106,211
38,106,89
159,106,125
147,106,522
164,107,445
198,107,541
213,108,78
140,108,87
167,108,90
57,108,79
19,108,192
1,108,296
141,108,156
96,109,105
103,109,111
139,109,494
122,109,251
79,110,29
111,110,173
98,110,241
148,110,543
165,111,104
123,111,413
166,111,328
120,111,145
168,112,66
121,112,123
80,112,173
186,112,348
268,112,153
295,112,112
245,113,75
308,113,218
211,113,235
237,113,465
335,114,236
820,114,462
956,114,295
344,115,100
971,115,148
359,115,180
830,115,393
923,115,51
854,115,114
927,116,27
885,116,223
762,116,420
790,116,292
795,117,147
392,117,238
429,117,104
450,117,75
454,117,430
100,118,147
36,118,190
478,118,156
495,118,270
185,118,218
281,119,310
951,119,74
967,119,590
273,120,481
503,120,267
420,120,241
903,121,495
455,121,486
21,122,61
744,122,132
479,122,260
812,122,531
919,123,461
846,123,322
177,123,137
191,123,67
225,124,284
505,124,110
509,124,503
488,124,81
498,125,39
608,125,29
619,125,481
194,125,187
822,125,243
837,126,27
220,126,99
235,126,318
871,126,545
855,127,246
623,127,220
631,127,90
658,127,412
966,128,185
633,128,92
657,128,219
676,128,39
271,128,229
699,128,209
720,129,75
288,129,284
682,129,187
703,129,212
759,129,109
776,129,110
724,130,59
783,130,152
61,130,248
227,130,534
713,131,103
791,131,95
253,131,491
418,131,283
462,132,47
893,132,99
437,132,90
110,132,483
226,132,272
387,133,98
743,133,65
251,133,194
799,133,262
3,133,249
817,133,104
840,134,51
911,134,209
492,134,295
453,134,248
497,134,190
647,135,70
650,135,130
674,135,221
915,135,546
696,136,77
936,136,123
602,136,210
439,136,83
469,136,482
494,137,52
548,137,532
839,137,408
561,138,167
867,138,242
261,138,234
943,138,340
847,139,49
272,139,62
957,139,324
879,139,170
522,139,123
779,139,261
317,140,108
796,140,192
662,140,188
924,140,276
945,140,229
581,141,490
612,141,467
890,142,119
907,142,460
939,142,400
845,143,455
865,143,292
200,143,130
300,143,90
328,144,44
214,144,182
983,144,386
408,144,304
425,144,81
441,145,130
249,145,133
947,145,137
664,145,578
679,146,71
858,146,79
891,146,178
207,146,253
579,146,398
205,147,158
755,147,32
766,147,97
789,147,472
617,147,204
910,148,497
819,148,469
365,149,61
248,149,152
263,149,175
829,149,272
872,149,308
660,150,141
937,150,137
849,150,166
704,150,540
708,151,354
735,151,138
761,151,242
562,151,234
574,152,146
886,152,341
898,152,473
994,153,108
925,153,145
672,153,306
851,153,427
717,154,171
232,154,88
262,154,317
992,154,389
964,155,151
610,155,155
770,155,428
811,155,258
995,156,128
490,156,227
502,156,179
180,156,189
843,156,212
873,156,64
887,157,88
182,157,147
326,157,450
901,157,283
544,158,50
733,158,391
201,158,247
