Task,Station,Time
14,1,86
29,1,503
52,1,231
25,1,74
44,2,109
74,2,331
88,2,519
120,3,280
132,3,110
169,3,318
191,3,216
204,4,122
226,4,258
250,4,121
258,4,496
289,5,142
311,5,42
331,5,451
13,5,205
24,5,79
358,6,164
362,6,92
393,6,151
411,6,160
426,6,93
438,6,296
456,7,243
468,7,519
492,7,159
516,8,123
525,8,284
17,8,59
31,8,383
94,9,192
19,9,293
28,9,478
57,10,88
64,10,123
16,10,191
37,10,237
45,10,104
66,10,218
54,11,53
69,11,270
91,11,500
48,11,155
26,12,339
70,12,437
89,12,176
106,13,134
62,13,527
59,13,303
32,14,192
42,14,477
58,14,266
68,15,47
9,15,74
63,15,94
86,15,175
105,15,565
84,16,49
41,16,62
65,16,190
43,16,517
128,16,162
83,17,21
127,17,57
158,17,372
72,17,133
181,17,246
196,17,150
150,18,57
189,18,137
227,18,530
195,18,232
175,19,430
232,19,522
96,20,61
5,20,105
104,20,41
256,20,131
279,20,29
314,20,37
336,20,562
147,21,80
155,21,507
15,21,302
100,22,80
114,22,123
90,22,297
135,22,427
113,23,34
172,23,155
173,23,138
143,23,130
38,23,190
30,23,150
21,23,165
2,24,42
20,24,48
34,24,47
46,24,147
60,24,113
161,24,239
39,24,159
121,24,177
174,25,77
193,25,268
341,25,126
368,25,88
388,25,414
8,26,69
413,26,162
418,26,438
218,26,201
255,26,80
446,27,396
269,27,549
459,28,343
293,28,118
307,28,486
325,29,537
153,29,457
7,30,279
183,30,229
202,30,480
480,31,74
222,31,94
486,31,109
214,31,222
239,31,218
464,31,266
234,32,144
349,32,514
372,32,241
257,32,75
235,33,25
389,33,458
329,33,89
339,33,406
397,34,187
415,34,566
436,34,219
451,34,20
465,35,24
536,35,159
564,35,75
591,35,441
6,35,45
203,35,128
225,35,119
233,36,178
599,36,384
82,36,259
610,36,141
627,37,119
647,37,203
208,37,203
639,37,188
478,37,150
443,37,106
165,38,112
178,38,512
453,38,29
479,38,124
499,38,191
513,39,302
533,39,437
537,39,196
363,40,121
553,40,58
51,40,137
280,40,517
316,40,154
330,41,150
351,41,520
370,41,77
437,41,49
452,41,149
477,42,132
497,42,139
507,42,188
77,42,427
79,42,83
502,43,543
80,43,432
3,44,113
81,44,438
61,44,271
67,44,122
78,45,171
103,45,160
126,45,470
170,45,173
179,46,238
381,46,272
435,46,190
534,46,245
359,47,80
448,47,83
535,47,22
192,47,139
1,47,507
645,47,85
675,47,39
684,48,282
556,48,131
577,48,58
665,48,309
707,48,199
740,49,77
754,49,81
774,49,251
504,49,494
531,50,420
725,50,535
10,51,489
35,51,31
495,51,468
75,52,257
97,52,523
110,52,217
131,53,23
168,53,77
177,53,75
205,53,72
231,53,223
242,53,516
505,54,107
265,54,37
294,54,224
538,54,145
575,54,483
723,55,33
753,55,273
512,55,307
526,55,130
544,55,236
252,56,28
567,56,64
589,56,86
603,56,47
625,56,482
586,56,78
608,56,121
612,57,171
630,57,292
658,57,478
686,58,186
680,58,213
696,58,171
711,58,372
733,59,303
631,59,323
654,59,24
669,59,262
701,60,374
237,60,68
270,60,167
300,60,363
713,61,133
743,61,288
762,61,561
777,62,162
282,62,179
180,62,114
85,62,509
200,63,342
246,63,100
146,63,248
230,63,244
145,64,54
268,64,466
277,64,452
283,65,168
212,65,229
301,65,582
247,66,467
322,66,260
76,66,232
338,67,72
444,67,176
457,67,138
649,67,29
668,67,244
685,67,137
666,67,48
101,67,130
40,68,52
107,68,173
140,68,28
144,68,336
475,68,71
485,68,311
450,69,545
708,69,109
729,69,100
755,69,228
775,70,29
799,70,29
815,70,566
726,70,277
752,71,157
779,71,165
794,71,604
814,72,79
840,72,250
434,72,144
151,72,119
176,72,175
662,72,181
670,73,104
87,73,111
800,73,281
360,73,493
811,74,26
823,74,76
361,74,344
846,74,518
855,75,429
699,75,70
710,75,472
213,76,170
737,76,198
308,76,35
337,76,279
346,76,263
380,77,232
383,77,232
403,77,531
209,78,28
220,78,95
421,78,140
879,78,508
441,78,127
902,78,96
917,79,63
454,79,159
861,79,175
888,79,560
472,80,462
903,80,204
391,80,238
408,80,75
430,81,172
923,81,112
938,81,23
955,81,158
965,81,505
983,82,79
312,82,189
333,82,480
323,82,215
992,83,165
353,83,194
377,83,491
939,83,147
959,84,223
92,84,107
117,84,113
129,84,398
167,84,150
182,85,59
22,85,261
461,85,118
463,85,210
482,85,90
4,85,216
122,86,72
449,86,81
211,86,194
219,86,373
194,86,225
484,87,123
503,87,179
523,87,88
549,87,245
576,87,341
583,88,132
600,88,195
899,88,318
918,88,340
563,89,235
687,89,347
152,89,355
498,90,244
642,90,334
727,90,234
760,90,151
778,91,59
802,91,515
264,91,49
290,91,211
304,91,141
332,92,91
613,92,29
629,92,357
321,92,518
190,93,87
659,93,69
671,93,111
328,93,153
355,93,229
376,93,298
343,94,47
385,94,261
395,94,239
367,94,335
390,94,75
396,95,292
566,95,368
691,95,176
719,95,118
738,96,244
745,96,171
747,96,116
765,96,436
427,97,77
764,97,142
728,97,54
789,97,303
748,97,355
766,98,98
803,98,58
744,98,210
656,98,406
667,98,214
123,99,113
822,99,177
842,99,639
419,99,62
442,100,254
893,100,152
911,100,44
931,100,495
871,101,165
953,101,86
970,101,199
982,101,56
841,101,461
987,102,355
870,102,331
877,102,297
891,103,120
254,103,139
272,103,326
694,103,189
730,103,22
759,103,173
781,104,100
714,104,105
776,104,206
880,104,32
898,104,519
858,105,117
817,105,36
829,105,220
808,105,181
831,105,153
851,105,270
862,106,131
885,106,135
892,106,184
915,106,531
197,107,222
936,107,56
958,107,451
966,107,32
978,107,69
217,107,119
986,108,101
249,108,131
274,108,363
761,108,398
310,109,63
882,109,113
904,109,202
912,109,60
787,109,549
933,110,154
788,110,86
796,110,113
790,110,643
820,111,177
816,111,573
810,111,237
455,112,95
825,112,165
466,112,189
833,112,111
852,112,422
797,113,271
869,113,115
821,113,136
824,113,242
878,113,221
907,114,438
95,114,532
18,115,164
839,115,34
847,115,210
865,115,41
886,115,276
580,115,270
573,116,103
889,116,50
607,116,205
617,116,92
632,116,119
467,116,273
493,116,151
508,117,255
532,117,285
540,117,221
554,117,212
592,118,175
602,118,377
616,118,445
948,119,357
568,119,153
429,119,477
922,120,161
827,120,129
934,120,45
952,120,110
961,120,237
162,120,277
818,121,176
273,121,186
857,121,200
746,121,382
875,122,95
786,122,222
801,122,63
813,122,594
286,123,119
644,123,99
682,123,443
555,123,283
241,123,25
262,124,184
581,124,182
400,124,406
732,124,72
757,124,153
770,125,60
909,125,183
560,125,109
125,125,30
171,125,146
422,125,470
278,126,153
832,126,542
215,126,258
267,127,160
248,127,280
266,127,269
517,127,153
552,127,98
570,128,173
585,128,161
606,128,255
386,128,29
398,128,342
432,129,117
620,129,102
972,129,516
809,129,235
835,130,82
890,130,560
930,130,346
783,131,305
874,131,214
896,131,466
828,132,110
848,132,276
609,132,174
401,132,431
327,133,206
99,133,232
111,133,535
683,134,204
693,134,174
611,134,610
514,135,60
637,135,311
187,135,523
704,135,104
772,136,53
715,136,309
692,136,98
974,136,517
991,137,76
717,137,102
742,137,107
960,137,204
160,137,161
688,137,101
720,137,151
345,137,87
378,138,188
281,138,576
163,138,219
780,139,102
924,139,410
229,139,450
240,140,57
149,140,93
285,140,189
735,140,202
405,140,429
980,141,119
749,141,192
420,141,496
382,141,142
410,142,54
417,142,120
489,142,134
469,142,141
837,142,540
490,143,104
864,143,199
569,143,110
626,143,250
628,143,324
653,144,324
558,144,103
927,144,519
941,144,34
947,145,76
561,145,130
460,145,151
646,145,287
957,145,348
964,146,172
679,146,368
530,146,420
319,147,50
157,147,184
185,147,534
108,147,232
137,148,171
895,148,104
913,148,229
981,148,203
914,148,244
138,149,61
998,149,143
935,149,180
949,149,108
352,149,118
859,149,141
834,149,244
919,150,364
571,150,88
579,150,227
597,150,291
969,151,558
605,151,224
838,151,200
985,152,121
850,152,196
866,152,149
164,152,506
188,153,439
49,153,550
773,154,56
709,154,216
519,154,235
551,154,482
116,155,156
588,155,298
471,155,538
928,156,160
206,156,536
392,156,260
402,157,67
416,157,344
394,157,191
414,157,43
423,157,262
473,157,78
496,158,88
510,158,360
700,158,542
491,159,41
406,159,146
371,159,349
387,159,177
228,159,283
350,160,80
932,160,119
990,160,252
320,160,545
236,161,147
500,161,124
73,161,172
999,161,132
750,161,106
784,161,240
884,161,72
908,162,40
887,162,605
374,162,353
506,163,520
529,163,444
565,164,88
650,164,175
638,164,539
854,164,186
881,165,422
621,165,453
940,165,113
945,166,116
635,166,62
655,166,502
520,166,303
488,167,126
722,167,110
954,167,168
636,167,298
425,167,284
901,168,117
984,168,314
141,168,304
154,168,260
184,169,533
221,169,302
674,169,127
698,170,74
550,170,178
159,170,272
897,170,204
652,170,247
672,171,182
288,171,260
317,171,251
963,171,139
975,171,160
1000,172,187
973,172,259
721,172,552
156,173,188
