Station,Load,Capacity,Idle,Tasks
1,940,1000,60,"[6, 33, 10, 24]"
2,934,1000,66,"[12, 39, 59]"
3,958,1000,42,"[23, 20, 83, 106]"
4,926,1000,74,"[118, 151, 158]"
5,889,1000,111,"[42, 40, 11]"
6,992,1000,8,"[48, 38, 49, 50, 28]"
7,970,1000,30,"[115, 47, 51, 69, 92, 129, 150]"
8,962,1000,38,"[159, 177, 197, 222, 244]"
9,880,1000,120,"[256, 16, 43, 64]"
10,958,1000,42,"[272, 73, 32]"
11,878,1000,122,"[60, 97, 52, 78]"
12,956,1000,44,"[99, 125, 133]"
13,966,1000,34,"[293, 307, 132, 331]"
14,973,1000,27,"[345, 137, 171, 355, 385, 407, 422]"
15,987,1000,13,"[446, 464, 479, 80, 496]"
16,970,1000,30,"[504, 531, 108, 55, 333]"
17,931,1000,69,"[344, 354]"
18,918,1000,82,"[377, 408, 79]"
19,979,1000,21,"[105, 410, 126, 140]"
20,937,1000,63,"[91, 161, 543, 568]"
21,964,1000,36,"[573, 93, 180, 131, 153, 122]"
22,956,1000,44,"[149, 155, 162]"
23,962,1000,38,"[192, 179, 203]"
24,953,1000,47,"[205, 212, 230, 173]"
25,974,1000,26,"[246, 251, 88, 3, 193, 202]"
26,988,1000,12,"[225, 66, 100, 111, 2, 215, 427]"
27,980,1000,20,"[220, 201, 452, 229, 475]"
28,946,1000,54,"[498, 250, 266, 283]"
29,965,1000,35,"[295, 317, 330, 342]"
30,979,1000,21,"[367, 21, 248, 267]"
31,983,1000,17,"[34, 241, 255]"
32,968,1000,32,"[276, 287, 282, 61]"
33,955,1000,45,"[65, 294, 67, 382]"
34,957,1000,43,"[1, 409, 426, 438]"
35,959,1000,41,"[271, 299, 290]"
36,965,1000,35,"[301, 94, 110, 508]"
37,979,1000,21,"[221, 4, 247, 265, 277]"
38,955,1000,45,"[298, 306, 320]"
39,955,1000,45,"[174, 300, 302, 44]"
40,1000,1000,0,"[334, 86, 104]"
41,966,1000,34,"[516, 196, 113]"
42,987,1000,13,"[14, 103, 117, 9, 167]"
43,968,1000,32,"[178, 26, 25, 350, 116]"
44,952,1000,48,"[217, 232, 107, 22, 253]"
45,971,1000,29,"[114, 304, 370, 395, 415, 87]"
46,955,1000,45,"[461, 471, 487]"
47,977,1000,23,"[311, 429, 507, 530, 551]"
48,987,1000,13,"[459, 592, 611, 467, 481, 323, 5]"
49,988,1000,12,"[53, 68, 637, 656, 451]"
50,953,1000,47,"[473, 238, 257, 490, 509]"
51,964,1000,36,"[532, 548, 571, 659]"
52,995,1000,5,"[686, 681]"
53,953,1000,47,"[71, 18, 35, 63]"
54,977,1000,23,"[56, 85, 82, 231]"
55,996,1000,4,"[443, 576, 242, 262, 41]"
56,948,1000,52,"[57, 77, 269, 515]"
57,895,1000,105,"[371, 95, 128, 142]"
58,974,1000,26,"[449, 90, 216, 157, 480, 322]"
59,979,1000,21,"[46, 538, 557, 585, 705, 601, 623]"
