Task,Station,Time
21,1,141
33,1,250
22,1,272
49,1,122
69,1,168
13,2,54
31,2,66
30,2,78
41,2,169
50,2,316
24,2,65
38,2,208
19,2,25
42,3,83
65,3,132
76,3,164
99,3,83
113,3,153
140,3,188
162,3,113
176,3,75
198,4,59
29,4,118
9,4,162
15,4,210
34,4,212
25,4,98
32,4,125
7,5,32
28,5,132
35,5,62
6,5,225
8,5,53
54,5,97
47,5,180
5,5,195
78,6,128
75,6,24
91,6,129
87,6,336
90,6,262
89,6,42
4,6,63
53,7,154
52,7,42
71,7,52
88,7,186
110,7,276
131,7,263
107,8,63
111,8,165
158,8,141
167,8,108
114,8,242
201,8,240
136,8,35
154,9,83
141,9,37
215,9,185
148,9,187
149,9,238
27,9,95
26,9,115
164,9,37
188,10,82
129,10,164
223,10,30
239,10,247
258,10,80
165,10,167
270,10,203
277,11,210
304,11,83
323,11,89
224,11,148
227,11,86
329,11,222
351,11,113
370,12,121
395,12,231
419,12,146
431,12,145
443,12,156
465,12,46
480,12,91
497,13,198
519,13,46
530,13,207
575,13,21
580,13,45
607,13,107
234,13,103
249,13,167
269,13,92
276,14,207
302,14,40
317,14,272
278,14,111
292,14,114
468,14,239
492,15,268
499,15,159
127,15,70
143,15,142
152,15,158
521,15,158
541,16,156
577,16,110
589,16,110
609,16,115
621,16,135
36,16,321
135,17,80
74,17,47
94,17,47
638,17,144
662,17,220
108,17,162
14,17,181
40,17,87
695,18,58
68,18,146
82,18,27
103,18,46
115,18,25
145,18,154
156,18,216
715,18,32
724,18,272
125,19,174
737,19,84
375,19,116
397,19,155
420,19,29
438,19,142
231,19,55
246,19,56
265,19,78
281,19,74
305,20,36
321,20,153
343,20,178
344,20,44
360,20,74
384,20,36
391,20,106
299,20,158
319,20,191
335,21,246
359,21,131
369,21,187
235,21,237
260,21,110
261,21,52
436,22,24
441,22,120
3,22,231
51,22,36
328,22,56
456,22,174
2,22,116
247,22,148
755,22,81
774,23,101
792,23,203
799,23,140
11,23,118
477,23,222
503,23,62
513,23,140
12,24,97
268,24,59
289,24,93
293,24,113
525,24,50
564,24,121
578,24,228
659,24,161
606,24,64
685,25,72
1,25,245
284,25,146
306,25,117
308,25,83
309,25,110
408,25,211
