task,station
1,1
2,1
3,6
4,3
5,2
6,1
7,1
8,1
9,4
10,3
11,2
12,3
13,3
14,2
15,2
16,3
17,10
18,9
19,6
20,6
21,5
22,4
23,3
24,4
25,4
26,5
27,7
28,6
29,6
30,5
31,5
32,6
33,5
34,4
35,4
36,3
37,5
38,5
39,10
40,8
41,8
42,8
43,8
44,14
45,14
46,13
47,14
48,13
49,6
50,14
51,15
52,11
53,15
54,14
55,11
56,8
57,9
58,14
59,6
60,15
61,13
62,8
63,11
64,11
65,15
66,9
67,7
68,9
69,12
70,7
71,12
72,15
73,15
74,9
75,12
76,12
77,7
78,15
79,9
80,10
81,10
82,10
83,9
84,9
85,11
86,10
87,12
88,12
89,7
90,13
91,12
92,7
93,10
94,11
95,7
96,13
97,12
98,11
99,10
100,11
