task,station
1,2
2,2
3,2
4,2
5,2
6,3
7,19
8,19
9,6
10,1
11,6
12,6
13,9
14,3
15,6
16,1
17,9
18,7
19,8
20,5
21,9
22,3
23,4
24,4
25,4
26,6
27,5
28,4
29,1
30,6
31,5
32,7
33,9
34,13
35,11
36,10
37,7
38,9
39,14
40,23
41,14
42,8
43,21
44,13
45,11
46,10
47,7
48,12
49,13
50,8
51,14
52,14
53,15
54,10
55,12
56,11
57,15
58,15
59,14
60,13
61,15
62,11
63,15
64,14
65,12
66,17
67,16
68,16
69,17
70,16
71,17
72,17
73,18
74,19
75,20
76,17
77,17
78,18
79,21
80,20
81,19
82,20
83,18
84,20
85,20
86,18
87,17
88,23
89,22
90,22
91,22
92,23
93,22
94,21
95,22
96,21
97,22
98,22
99,21
100,21
