task,station
1,2
2,3
3,12
4,1
5,1
6,1
7,9
8,8
9,9
10,2
11,8
12,9
13,9
14,1
15,1
16,1
17,2
18,1
19,9
20,2
21,2
22,2
23,11
24,11
25,12
26,12
27,13
28,5
29,9
30,2
31,15
32,3
33,3
34,12
35,13
36,5
37,9
38,15
39,15
40,15
41,3
42,13
43,13
44,12
45,13
46,5
47,13
48,9
49,3
50,4
51,11
52,13
53,5
54,11
55,11
56,12
57,10
58,14
59,14
60,3
61,5
62,4
63,15
64,14
65,14
66,4
67,6
68,15
69,15
70,4
71,4
72,6
73,14
74,7
75,14
76,14
77,14
78,15
79,4
80,7
81,6
82,4
83,4
84,7
85,7
86,7
87,8
88,8
89,10
90,8
91,8
92,8
93,10
94,10
95,11
96,11
97,10
98,10
99,10
100,10
