task,station
1,8
2,8
3,1
4,1
5,1
6,1
7,4
8,8
9,4
10,2
11,2
12,15
13,9
14,2
15,3
16,15
17,6
18,6
19,7
20,9
21,2
22,9
23,2
24,3
25,9
26,9
27,10
28,10
29,10
30,11
31,11
32,7
33,3
34,9
35,10
36,2
37,10
38,11
39,10
40,3
41,10
42,3
43,3
44,8
45,4
46,4
47,4
48,8
49,7
50,8
51,4
52,5
53,5
54,15
55,15
56,15
57,15
58,4
59,8
60,6
61,5
62,6
63,9
64,6
65,6
66,4
67,9
68,7
69,5
70,8
71,10
72,5
73,7
74,6
75,5
76,4
77,7
78,7
79,7
80,11
81,14
82,13
83,14
84,13
85,11
86,12
87,14
88,14
89,13
90,13
91,11
92,14
93,11
94,13
95,13
96,12
97,11
98,12
99,12
100,13
