task,station
1,12
2,2
3,2
4,2
5,2
6,2
7,3
8,1
9,9
10,11
11,13
12,14
13,14
14,14
15,3
16,12
17,1
18,14
19,21
20,14
21,14
22,21
23,21
24,3
25,16
26,21
27,21
28,1
29,12
30,6
31,13
32,1
33,9
34,16
35,6
36,3
37,18
38,1
39,9
40,6
41,3
42,21
43,9
44,4
45,7
46,7
47,18
48,8
49,18
50,15
51,9
52,5
53,7
54,4
55,7
56,8
57,8
58,10
59,5
60,7
61,8
62,4
63,4
64,8
65,8
66,5
67,13
68,11
69,10
70,11
71,19
72,16
73,19
74,19
75,15
76,11
77,11
78,10
79,16
80,21
81,22
82,22
83,18
84,16
85,18
86,16
87,15
88,17
89,17
90,17
91,16
92,11
93,11
94,10
95,16
96,20
97,20
98,20
99,21
100,20
