task,station
1,4
2,4
3,4
4,4
5,4
6,2
7,2
8,6
9,1
10,4
11,5
12,5
13,5
14,5
15,5
16,6
17,6
18,1
19,1
20,5
21,2
22,1
23,1
24,6
25,6
26,6
27,2
28,14
29,12
30,13
31,14
32,13
33,13
34,13
35,14
36,14
37,13
38,14
39,14
40,2
41,14
42,13
43,14
44,2
45,7
46,11
47,7
48,11
49,11
50,3
51,11
52,11
53,12
54,3
55,2
56,3
57,7
58,3
59,7
60,3
61,2
62,3
63,4
64,6
65,3
66,7
67,7
68,4
69,9
70,7
71,8
72,10
73,10
74,9
75,8
76,9
77,8
78,8
79,10
80,9
81,8
82,11
83,10
84,10
85,9
86,8
87,8
88,10
89,9
90,10
91,12
92,12
93,15
94,15
95,15
96,12
97,15
98,15
99,12
100,13
