task,station
1,1
2,1
3,2
4,1
5,1
6,1
7,2
8,2
9,2
10,2
11,3
12,2
13,1
14,15
15,5
16,2
17,2
18,3
19,5
20,15
21,3
22,15
23,1
24,3
25,3
26,6
27,3
28,7
29,4
30,4
31,5
32,4
33,6
34,4
35,2
36,5
37,6
38,2
39,3
40,2
41,5
42,4
43,5
44,7
45,7
46,7
47,6
48,5
49,7
50,7
51,7
52,8
53,8
54,7
55,8
56,7
57,8
58,10
59,10
60,10
61,8
62,15
63,9
64,15
65,10
66,8
67,10
68,9
69,11
70,9
71,10
72,9
73,8
74,11
75,9
76,9
77,9
78,13
79,12
80,11
81,14
82,14
83,12
84,14
85,14
86,14
87,13
88,15
89,11
90,12
91,11
92,12
93,15
94,14
95,11
96,11
97,12
98,13
99,13
100,12
