task,station
1,1
2,10
3,11
4,11
5,14
6,2
7,1
8,8
9,2
10,1
11,2
12,2
13,3
14,3
15,3
16,11
17,11
18,11
19,14
20,6
21,8
22,3
23,11
24,12
25,12
26,12
27,14
28,7
29,17
30,8
31,14
32,16
33,16
34,18
35,3
36,18
37,18
38,19
39,12
40,7
41,19
42,8
43,19
44,20
45,15
46,20
47,20
48,20
49,13
50,14
51,7
52,4
53,5
54,9
55,20
56,4
57,5
58,7
59,15
60,9
61,13
62,14
63,4
64,6
65,7
66,13
67,17
68,9
69,10
70,8
71,6
72,13
73,5
74,9
75,10
76,9
77,22
78,24
79,24
80,23
81,20
82,22
83,24
84,21
85,24
86,22
87,23
88,24
89,21
90,22
91,21
92,22
93,24
94,23
95,21
96,24
97,25
98,25
99,25
100,24
