task,station
1,16
2,17
3,17
4,18
5,28
6,7
7,2
8,3
9,1
10,5
11,6
12,6
13,13
14,3
15,4
16,8
17,13
18,2
19,1
20,5
21,4
22,24
23,18
24,19
25,20
26,21
27,14
28,29
29,9
30,30
31,54
32,55
33,50
34,25
35,30
36,31
37,9
38,15
39,51
40,26
41,46
42,52
43,50
44,45
45,32
46,10
47,16
48,49
49,51
50,32
51,36
52,55
53,38
54,60
55,27
56,22
57,11
58,34
59,60
60,61
61,59
62,27
63,23
64,35
65,53
66,39
67,33
68,37
69,12
70,54
71,28
72,36
73,24
74,40
75,38
76,34
77,47
78,44
79,48
80,42
81,41
82,47
83,41
84,45
85,48
86,43
87,52
88,46
89,57
90,59
91,56
92,56
93,58
94,57
95,58
96,61
97,63
98,63
99,62
100,62
