task,station
1,4
2,3
3,1
4,1
5,13
6,13
7,5
8,3
9,4
10,1
11,2
12,14
13,13
14,1
15,12
16,20
17,3
18,6
19,4
20,2
21,1
22,21
23,6
24,6
25,3
26,2
27,4
28,2
29,5
30,1
31,14
32,14
33,17
34,7
35,11
36,17
37,18
38,6
39,10
40,11
41,12
42,8
43,20
44,10
45,6
46,11
47,14
48,9
49,8
50,7
51,10
52,12
53,14
54,9
55,7
56,11
57,17
58,9
59,8
60,24
61,24
62,24
63,24
64,18
65,16
66,18
67,15
68,15
69,19
70,24
71,14
72,24
73,19
74,14
75,15
76,15
77,18
78,16
79,18
80,19
81,19
82,20
83,21
84,21
85,22
86,25
87,25
88,25
89,25
90,22
91,22
92,22
93,23
94,21
95,22
96,22
97,22
98,23
99,22
100,23
