task,station
1,1
2,1
3,1
4,5
5,1
6,1
7,1
8,1
9,5
10,1
11,4
12,2
13,4
14,9
15,3
16,3
17,5
18,3
19,2
20,5
21,3
22,5
23,2
24,4
25,9
26,8
27,7
28,5
29,6
30,9
31,3
32,2
33,4
34,5
35,4
36,3
37,5
38,9
39,8
40,9
41,6
42,7
43,9
44,7
45,6
46,6
47,7
48,15
49,6
50,14
51,8
52,12
53,15
54,6
55,7
56,16
57,16
58,8
59,6
60,16
61,8
62,7
63,6
64,8
65,6
66,7
67,12
68,14
69,11
70,10
71,13
72,13
73,11
74,15
75,16
76,16
77,12
78,13
79,14
80,10
81,12
82,16
83,15
84,11
85,15
86,15
87,14
88,12
89,13
90,12
91,14
92,10
93,11
94,15
95,12
96,13
97,14
98,10
99,14
100,11
