task,station
1,9
2,9
3,1
4,9
5,1
6,1
7,9
8,1
9,1
10,1
11,9
12,10
13,2
14,1
15,8
16,7
17,11
18,10
19,9
20,10
21,10
22,2
23,2
24,11
25,2
26,8
27,9
28,7
29,11
30,2
31,2
32,8
33,12
34,7
35,8
36,11
37,11
38,12
39,13
40,14
41,13
42,14
43,13
44,13
45,2
46,7
47,8
48,9
49,13
50,13
51,13
52,3
53,7
54,8
55,9
56,3
57,3
58,6
59,7
60,3
61,3
62,3
63,8
64,9
65,9
66,4
67,3
68,14
69,14
70,5
71,12
72,12
73,3
74,11
75,4
76,5
77,12
78,12
79,5
80,4
81,11
82,5
83,4
84,11
85,5
86,4
87,6
88,11
89,6
90,5
91,6
92,4
93,6
94,4
95,5
96,6
97,6
98,6
99,5
100,6
