task,station
1,23
2,3
3,2
4,10
5,1
6,3
7,24
8,18
9,21
10,29
11,29
12,9
13,7
14,11
15,5
16,4
17,5
18,11
19,10
20,8
21,7
22,43
23,8
24,4
25,42
26,12
27,19
28,6
29,16
30,44
31,25
32,13
33,53
34,46
35,24
36,14
37,6
38,25
39,17
40,40
41,45
42,14
43,45
44,43
45,26
46,47
47,15
48,22
49,48
50,20
51,19
52,27
53,61
54,62
55,20
56,21
57,49
58,28
59,34
60,22
61,30
62,31
63,49
64,61
65,34
66,51
67,32
68,47
69,48
70,23
71,52
72,32
73,50
74,35
75,50
76,41
77,51
78,38
79,54
80,36
81,53
82,33
83,35
84,40
85,55
86,55
87,39
88,33
89,36
90,39
91,37
92,41
93,57
94,59
95,56
96,57
97,60
98,58
99,56
100,58
