task,station
1,8
2,3
3,3
4,1
5,2
6,2
7,2
8,2
9,1
10,1
11,11
12,16
13,16
14,10
15,11
16,5
17,3
18,11
19,11
20,16
21,16
22,3
23,20
24,20
25,4
26,9
27,6
28,9
29,9
30,9
31,10
32,4
33,4
34,16
35,6
36,17
37,17
38,17
39,11
40,4
41,6
42,7
43,20
44,20
45,21
46,21
47,20
48,15
49,14
50,12
51,14
52,14
53,16
54,15
55,15
56,15
57,4
58,15
59,6
60,7
61,7
62,5
63,12
64,12
65,8
66,8
67,13
68,12
69,5
70,13
71,12
72,13
73,19
74,19
75,18
76,20
77,21
78,17
79,18
80,19
81,19
82,19
83,19
84,18
85,20
86,18
87,21
88,23
89,23
90,23
91,22
92,24
93,22
94,21
95,24
96,23
97,22
98,22
99,22
100,23
