task,station
1,1
2,1
3,1
4,1
5,1
6,4
7,1
8,2
9,5
10,2
11,3
12,5
13,11
14,11
15,2
16,6
17,10
18,2
19,12
20,3
21,10
22,5
23,12
24,12
25,11
26,11
27,2
28,2
29,10
30,3
31,10
32,11
33,3
34,7
35,10
36,10
37,2
38,3
39,5
40,11
41,11
42,5
43,5
44,3
45,8
46,12
47,11
48,9
49,5
50,5
51,12
52,12
53,6
54,3
55,8
56,9
57,13
58,14
59,14
60,14
61,6
62,13
63,13
64,14
65,14
66,6
67,9
68,3
69,8
70,13
71,13
72,13
73,13
74,14
75,14
76,13
77,6
78,14
79,9
80,4
81,8
82,9
83,8
84,4
85,7
86,14
87,13
88,14
89,9
90,8
91,4
92,7
93,10
94,8
95,4
96,7
97,4
98,7
99,7
100,4
