task,station
1,14
2,4
3,9
4,9
5,7
6,1
7,16
8,10
9,10
10,10
11,6
12,4
13,5
14,2
15,21
16,21
17,1
18,6
19,4
20,5
21,3
22,5
23,1
24,4
25,21
26,3
27,5
28,3
29,6
30,5
31,1
32,2
33,4
34,4
35,3
36,7
37,7
38,9
39,12
40,7
41,8
42,13
43,8
44,11
45,16
46,16
47,17
48,11
49,12
50,24
51,11
52,23
53,24
54,8
55,8
56,12
57,13
58,12
59,13
60,13
61,13
62,11
63,12
64,17
65,17
66,15
67,15
68,14
69,14
70,20
71,20
72,19
73,20
74,23
75,23
76,23
77,17
78,17
79,18
80,18
81,17
82,23
83,17
84,18
85,19
86,17
87,17
88,19
89,19
90,24
91,24
92,25
93,25
94,22
95,25
96,22
97,25
98,23
99,22
100,22
