task,station
1,1
2,1
3,1
4,1
5,1
6,7
7,7
8,2
9,8
10,3
11,4
12,3
13,8
14,2
15,5
16,7
17,7
18,3
19,2
20,4
21,14
22,7
23,7
24,2
25,8
26,6
27,8
28,5
29,5
30,3
31,4
32,2
33,4
34,4
35,5
36,5
37,2
38,4
39,3
40,4
41,5
42,8
43,6
44,6
45,6
46,6
47,6
48,5
49,11
50,11
51,14
52,8
53,10
54,8
55,14
56,9
57,8
58,11
59,11
60,11
61,14
62,9
63,9
64,9
65,9
66,9
67,11
68,11
69,12
70,14
71,10
72,10
73,14
74,10
75,11
76,12
77,10
78,12
79,12
80,11
81,12
82,10
83,13
84,13
85,12
86,15
87,15
88,15
89,14
90,15
91,15
92,15
93,14
94,13
95,12
96,13
97,13
98,13
99,13
100,13
