task,station
1,4
2,4
3,4
4,2
5,2
6,1
7,1
8,1
9,8
10,2
11,1
12,2
13,2
14,2
15,2
16,1
17,1
18,9
19,1
20,8
21,11
22,4
23,5
24,5
25,12
26,5
27,2
28,4
29,7
30,7
31,5
32,11
33,5
34,3
35,6
36,2
37,13
38,5
39,5
40,6
41,6
42,12
43,3
44,2
45,6
46,7
47,3
48,2
49,12
50,12
51,12
52,12
53,12
54,11
55,7
56,14
57,14
58,14
59,13
60,8
61,3
62,3
63,13
64,14
65,14
66,11
67,8
68,13
69,8
70,3
71,3
72,13
73,7
74,13
75,4
76,3
77,8
78,11
79,7
80,11
81,8
82,9
83,10
84,9
85,10
86,10
87,10
88,9
89,10
90,9
91,10
92,10
93,10
94,10
95,15
96,14
97,15
98,15
99,15
100,15
