task,station
1,3
2,3
3,4
4,4
5,1
6,2
7,1
8,1
9,2
10,2
11,3
12,1
13,2
14,2
15,3
16,3
17,2
18,1
19,4
20,4
21,4
22,4
23,11
24,10
25,11
26,10
27,9
28,11
29,3
30,11
31,6
32,15
33,15
34,15
35,15
36,4
37,10
38,5
39,7
40,11
41,13
42,13
43,11
44,9
45,13
46,4
47,5
48,7
49,5
50,4
51,11
52,12
53,8
54,9
55,4
56,6
57,6
58,12
59,12
60,10
61,7
62,5
63,8
64,6
65,7
66,12
67,7
68,5
69,10
70,7
71,8
72,7
73,8
74,6
75,9
76,7
77,8
78,10
79,8
80,9
81,9
82,9
83,8
84,7
85,10
86,13
87,13
88,13
89,14
90,14
91,12
92,14
93,14
94,13
95,15
96,15
97,15
98,14
99,14
100,15
