task,station
1,4
2,4
3,1
4,1
5,2
6,11
7,2
8,1
9,2
10,1
11,3
12,7
13,14
14,1
15,1
16,3
17,2
18,2
19,2
20,7
21,2
22,4
23,3
24,3
25,5
26,3
27,12
28,12
29,12
30,12
31,15
32,14
33,4
34,14
35,15
36,14
37,6
38,15
39,5
40,6
41,13
42,14
43,3
44,5
45,4
46,14
47,14
48,4
49,5
50,6
51,13
52,4
53,6
54,4
55,4
56,5
57,6
58,11
59,7
60,6
61,13
62,11
63,11
64,10
65,7
66,11
67,12
68,11
69,11
70,4
71,5
72,6
73,6
74,7
75,7
76,11
77,8
78,9
79,9
80,10
81,10
82,15
83,8
84,8
85,9
86,10
87,10
88,10
89,8
90,9
91,9
92,10
93,8
94,10
95,8
96,13
97,13
98,13
99,13
100,13
