station,load,cycle_time
1,794,1000
2,718,1000
3,966,1000
4,784,1000
5,941,1000
6,774,1000
7,534,1000
8,770,1000
9,849,1000
10,981,1000
11,756,1000
12,985,1000
13,652,1000
14,828,1000
15,729,1000
16,515,1000
17,915,1000
18,947,1000
19,851,1000
20,954,1000
21,983,1000
22,694,1000
23,882,1000
24,941,1000
25,849,1000
26,742,1000
27,899,1000
28,840,1000
29,544,1000
30,834,1000
31,796,1000
32,921,1000
33,983,1000
34,958,1000
35,947,1000
36,939,1000
37,986,1000
38,977,1000
39,949,1000
40,839,1000
41,990,1000
42,863,1000
43,991,1000
44,870,1000
45,909,1000
46,840,1000
47,897,1000
48,957,1000
49,980,1000
50,916,1000
51,754,1000
52,831,1000
53,871,1000
54,806,1000
55,890,1000
56,902,1000
57,763,1000
58,977,1000
59,945,1000
60,690,1000
61,849,1000
62,975,1000
63,720,1000
64,981,1000
65,966,1000
66,826,1000
67,595,1000
68,916,1000
69,856,1000
70,961,1000
71,906,1000
72,917,1000
73,912,1000
74,496,1000
75,756,1000
76,929,1000
77,900,1000
78,995,1000
79,917,1000
80,949,1000
81,958,1000
82,846,1000
83,673,1000
84,938,1000
85,927,1000
86,932,1000
87,949,1000
88,580,1000
89,899,1000
90,698,1000
91,758,1000
92,969,1000
93,843,1000
94,881,1000
95,894,1000
96,789,1000
97,789,1000
98,903,1000
99,938,1000
100,870,1000
101,941,1000
102,900,1000
103,980,1000
104,963,1000
105,966,1000
106,986,1000
107,795,1000
108,841,1000
109,998,1000
110,988,1000
111,994,1000
112,925,1000
113,908,1000
114,841,1000
115,883,1000
116,772,1000
117,954,1000
118,949,1000
119,924,1000
120,948,1000
121,962,1000
122,949,1000
123,848,1000
124,655,1000
125,701,1000
126,559,1000
127,883,1000
128,980,1000
129,880,1000
130,804,1000
131,920,1000
132,718,1000
133,755,1000
134,603,1000
135,875,1000
136,893,1000
137,864,1000
138,867,1000
139,726,1000
140,937,1000
141,679,1000
142,987,1000
143,967,1000
144,880,1000
145,899,1000
146,663,1000
147,863,1000
148,697,1000
149,929,1000
150,797,1000
151,996,1000
152,431,1000
153,619,1000
154,820,1000
155,994,1000
156,631,1000
157,640,1000
158,854,1000
159,970,1000
160,988,1000
161,926,1000
162,951,1000
163,633,1000
164,970,1000
165,954,1000
166,773,1000
167,899,1000
168,833,1000
169,975,1000
170,815,1000
171,885,1000
172,657,1000
173,637,1000
174,942,1000
175,490,1000
176,940,1000
177,922,1000
178,976,1000
179,727,1000
180,902,1000
181,994,1000
182,658,1000
183,981,1000
184,551,1000
185,900,1000
186,834,1000
187,824,1000
188,969,1000
189,951,1000
190,920,1000
191,972,1000
192,700,1000
193,959,1000
194,934,1000
195,641,1000
196,884,1000
197,969,1000
198,807,1000
199,849,1000
200,716,1000
201,965,1000
202,909,1000
203,952,1000
204,772,1000
205,793,1000
206,492,1000
207,983,1000
208,954,1000
209,856,1000
210,939,1000
211,847,1000
212,809,1000
213,772,1000
214,971,1000
215,977,1000
216,839,1000
217,888,1000
218,859,1000
219,862,1000
220,771,1000
221,913,1000
222,499,1000
223,963,1000
224,715,1000
225,916,1000
226,889,1000
227,917,1000
228,751,1000
229,933,1000
230,671,1000
231,855,1000
232,990,1000
233,972,1000
234,957,1000
235,873,1000
236,773,1000
237,840,1000
238,959,1000
239,978,1000
240,897,1000
241,939,1000
242,862,1000
243,987,1000
244,625,1000
245,901,1000
246,708,1000
247,997,1000
248,982,1000
249,935,1000
250,889,1000
251,919,1000
252,971,1000
253,871,1000
254,985,1000
255,894,1000
256,614,1000
257,864,1000
258,632,1000
259,960,1000
260,778,1000
261,617,1000
262,903,1000
263,853,1000
264,865,1000
265,960,1000
266,767,1000
