task,station
1,9
2,1
3,20
4,15
5,5
6,5
7,9
8,7
9,48
10,16
11,31
12,16
13,10
14,17
15,39
16,22
17,14
18,12
19,49
20,11
21,8
22,2
23,6
24,13
25,26
26,4
27,22
28,35
29,46
30,26
31,50
32,55
33,21
34,32
35,42
36,47
37,30
38,21
39,40
40,3
41,24
42,28
43,8
44,18
45,54
46,19
47,71
48,46
49,3
50,40
51,36
52,45
53,39
54,55
55,24
56,43
57,11
58,57
59,54
60,65
61,20
62,56
63,25
64,33
65,31
66,47
67,38
68,30
69,36
70,29
71,23
72,46
73,86
74,61
75,58
76,75
77,66
78,79
79,101
80,63
81,72
82,62
83,78
84,68
85,76
86,76
87,62
88,59
89,59
90,32
91,81
92,27
93,60
94,35
95,34
96,44
97,41
98,53
99,60
100,73
101,37
102,70
103,68
104,91
105,88
106,93
107,88
108,96
109,87
110,92
111,67
112,80
113,69
114,83
115,92
116,84
117,80
118,42
119,75
120,85
121,49
122,74
123,48
124,51
125,98
126,77
127,82
128,108
129,85
130,93
131,102
132,147
133,113
134,114
135,102
136,94
137,86
138,51
139,50
140,87
141,99
142,117
143,123
144,100
145,115
146,86
147,103
148,99
149,97
150,150
151,103
152,52
153,155
154,101
155,109
156,104
157,163
158,157
159,120
160,64
161,130
162,156
163,107
164,115
165,52
166,110
167,53
168,112
169,111
170,112
171,104
172,197
173,123
174,214
175,170
176,109
177,105
178,106
179,106
180,162
181,120
182,105
183,116
184,127
185,122
186,121
187,56
188,162
189,134
190,160
191,143
192,147
193,67
194,168
195,125
196,133
197,131
198,132
199,116
200,125
201,71
202,184
203,136
204,126
205,113
206,177
207,124
208,135
209,139
210,144
211,161
212,128
213,165
214,153
215,142
216,140
217,135
218,84
219,129
220,136
221,158
222,137
223,134
224,145
225,143
226,118
227,148
228,144
229,131
230,139
231,149
232,151
233,216
234,138
235,186
236,172
237,148
238,152
239,159
240,157
241,167
242,89
243,166
244,119
245,141
246,158
247,146
248,159
249,193
250,170
251,171
252,168
253,160
254,94
255,172
256,90
257,175
258,121
259,166
260,180
261,151
262,153
263,154
264,183
265,181
266,186
267,200
268,108
269,164
270,189
271,196
272,190
273,195
274,107
275,209
276,169
277,167
278,188
279,174
280,191
281,95
282,192
283,173
284,200
285,122
286,202
287,176
288,204
289,206
290,194
291,205
292,169
293,178
294,195
295,251
296,207
297,137
298,210
299,182
300,187
301,217
302,201
303,214
304,211
305,178
306,220
307,220
308,203
309,210
310,205
311,197
312,175
313,245
314,208
315,215
316,223
317,213
318,182
319,222
320,224
321,223
322,234
323,217
324,202
325,185
326,239
327,221
328,179
329,254
330,212
331,198
332,226
333,230
334,234
335,294
336,218
337,246
338,218
339,222
340,219
341,225
342,227
343,241
344,255
345,231
346,231
347,260
348,187
349,229
350,221
351,298
352,240
353,242
354,230
355,232
356,216
357,199
358,247
359,248
360,237
361,237
362,276
363,242
364,258
365,277
366,228
367,235
368,281
369,250
370,232
371,247
372,236
373,263
374,281
375,313
376,283
377,239
378,235
379,238
380,249
381,251
382,285
383,283
384,262
385,243
386,259
387,234
388,236
389,369
390,233
391,233
392,278
393,257
394,275
395,280
396,266
397,269
398,305
399,271
400,321
401,287
402,249
403,250
404,251
405,371
406,244
407,268
408,253
409,282
410,272
411,245
412,286
413,293
414,284
415,254
416,266
417,336
418,387
419,323
420,362
421,325
422,364
423,335
424,311
425,252
426,279
427,298
428,256
429,270
430,280
431,292
432,301
433,268
434,277
435,376
436,265
437,377
438,296
439,367
440,289
441,284
442,377
443,256
444,394
445,312
446,260
447,302
448,295
449,264
450,289
451,267
452,269
453,296
454,299
455,297
456,300
457,304
458,307
459,325
460,306
461,309
