station,load,cycle_time
1,796,1000
2,825,1000
3,976,1000
4,719,1000
5,942,1000
6,546,1000
7,690,1000
8,568,1000
9,849,1000
10,848,1000
11,510,1000
12,967,1000
13,550,1000
14,566,1000
15,857,1000
16,959,1000
17,950,1000
18,607,1000
19,788,1000
20,416,1000
21,765,1000
22,764,1000
23,790,1000
24,605,1000
25,575,1000
26,468,1000
27,574,1000
28,905,1000
29,473,1000
30,658,1000
31,571,1000
32,527,1000
33,515,1000
34,950,1000
35,540,1000
36,607,1000
37,506,1000
38,929,1000
39,756,1000
40,662,1000
41,954,1000
42,889,1000
43,799,1000
44,689,1000
45,508,1000
46,970,1000
47,947,1000
48,640,1000
49,752,1000
50,893,1000
51,932,1000
52,709,1000
53,544,1000
54,676,1000
55,874,1000
56,940,1000
57,807,1000
58,976,1000
59,662,1000
60,492,1000
61,530,1000
62,890,1000
63,586,1000
64,550,1000
65,535,1000
66,922,1000
67,953,1000
68,931,1000
69,951,1000
70,905,1000
71,707,1000
72,461,1000
73,652,1000
74,547,1000
75,529,1000
76,858,1000
77,639,1000
78,932,1000
79,603,1000
80,765,1000
81,845,1000
82,552,1000
83,490,1000
84,615,1000
85,926,1000
86,552,1000
87,884,1000
88,962,1000
89,555,1000
90,958,1000
91,522,1000
92,640,1000
93,891,1000
94,495,1000
95,947,1000
96,821,1000
97,483,1000
98,594,1000
99,950,1000
100,798,1000
101,739,1000
102,623,1000
103,568,1000
104,975,1000
105,555,1000
106,547,1000
107,841,1000
108,990,1000
109,744,1000
110,819,1000
111,515,1000
112,807,1000
113,670,1000
114,929,1000
115,542,1000
116,973,1000
117,964,1000
118,701,1000
119,823,1000
120,501,1000
121,929,1000
122,999,1000
123,520,1000
124,569,1000
125,973,1000
126,546,1000
127,947,1000
128,985,1000
129,596,1000
130,586,1000
131,514,1000
132,565,1000
133,624,1000
134,680,1000
135,850,1000
136,875,1000
137,757,1000
138,867,1000
139,521,1000
140,726,1000
141,855,1000
142,961,1000
143,910,1000
144,591,1000
145,999,1000
146,880,1000
147,856,1000
148,449,1000
149,636,1000
150,436,1000
151,587,1000
152,949,1000
153,948,1000
154,517,1000
155,600,1000
156,585,1000
157,938,1000
158,953,1000
159,791,1000
160,501,1000
161,767,1000
162,935,1000
163,803,1000
164,263,1000
165,752,1000
166,938,1000
167,584,1000
168,686,1000
169,961,1000
170,666,1000
171,836,1000
172,816,1000
173,802,1000
174,962,1000
175,968,1000
176,560,1000
177,537,1000
178,517,1000
179,956,1000
180,440,1000
181,564,1000
182,642,1000
183,488,1000
184,604,1000
185,809,1000
186,913,1000
187,956,1000
188,924,1000
189,864,1000
190,750,1000
191,986,1000
192,772,1000
193,958,1000
194,694,1000
195,857,1000
196,699,1000
197,428,1000
198,667,1000
199,928,1000
200,452,1000
201,571,1000
202,533,1000
203,975,1000
204,971,1000
205,657,1000
206,460,1000
207,925,1000
208,501,1000
209,592,1000
210,581,1000
211,959,1000
212,502,1000
213,595,1000
214,661,1000
215,850,1000
216,949,1000
217,597,1000
218,545,1000
219,636,1000
220,896,1000
221,620,1000
222,750,1000
223,986,1000
224,830,1000
225,960,1000
226,581,1000
227,528,1000
228,563,1000
229,711,1000
230,859,1000
231,528,1000
232,709,1000
233,915,1000
234,971,1000
235,667,1000
236,534,1000
237,654,1000
238,470,1000
239,646,1000
240,860,1000
241,567,1000
242,880,1000
243,899,1000
244,887,1000
245,683,1000
246,563,1000
247,555,1000
248,598,1000
249,747,1000
250,599,1000
251,979,1000
252,727,1000
253,917,1000
254,732,1000
255,519,1000
256,925,1000
257,590,1000
258,493,1000
259,554,1000
260,645,1000
261,998,1000
262,524,1000
263,732,1000
264,564,1000
265,567,1000
266,496,1000
267,922,1000
268,792,1000
269,947,1000
270,972,1000
271,639,1000
272,946,1000
273,432,1000
274,950,1000
275,569,1000
276,914,1000
277,996,1000
278,993,1000
279,478,1000
280,553,1000
281,537,1000
282,621,1000
283,874,1000
284,690,1000
285,831,1000
