station,load,cycle_time
1,978,1000
2,964,1000
3,987,1000
4,899,1000
5,910,1000
6,997,1000
7,907,1000
8,935,1000
9,906,1000
10,934,1000
11,966,1000
12,780,1000
13,970,1000
14,834,1000
15,982,1000
16,907,1000
17,977,1000
18,983,1000
19,964,1000
20,976,1000
21,792,1000
22,905,1000
23,744,1000
24,978,1000
25,907,1000
26,949,1000
27,987,1000
28,925,1000
29,981,1000
30,977,1000
31,931,1000
32,879,1000
33,785,1000
34,876,1000
35,864,1000
36,917,1000
37,883,1000
38,943,1000
39,997,1000
40,845,1000
41,981,1000
42,726,1000
43,946,1000
44,916,1000
45,762,1000
46,953,1000
47,944,1000
48,959,1000
49,888,1000
50,981,1000
51,978,1000
52,965,1000
53,986,1000
54,961,1000
55,964,1000
56,917,1000
57,929,1000
58,983,1000
59,731,1000
60,988,1000
61,897,1000
62,998,1000
63,894,1000
64,933,1000
65,983,1000
66,960,1000
67,873,1000
68,983,1000
69,882,1000
70,980,1000
71,998,1000
72,997,1000
73,992,1000
74,917,1000
75,866,1000
76,957,1000
77,930,1000
78,950,1000
79,983,1000
80,816,1000
81,920,1000
82,973,1000
83,846,1000
84,978,1000
85,862,1000
86,971,1000
87,906,1000
88,986,1000
89,889,1000
90,774,1000
91,996,1000
92,980,1000
93,988,1000
94,878,1000
95,1000,1000
96,897,1000
97,1000,1000
98,880,1000
99,954,1000
100,825,1000
101,967,1000
102,907,1000
103,954,1000
104,895,1000
105,731,1000
106,990,1000
107,924,1000
108,890,1000
109,983,1000
110,974,1000
111,992,1000
112,970,1000
113,976,1000
114,861,1000
115,834,1000
116,935,1000
117,982,1000
118,958,1000
119,942,1000
120,903,1000
121,955,1000
122,926,1000
123,911,1000
124,868,1000
125,941,1000
126,980,1000
127,900,1000
128,944,1000
129,991,1000
130,938,1000
131,893,1000
132,973,1000
133,843,1000
134,967,1000
135,920,1000
136,994,1000
137,972,1000
138,901,1000
139,952,1000
140,973,1000
141,895,1000
142,972,1000
143,894,1000
144,888,1000
145,931,1000
146,958,1000
147,938,1000
148,860,1000
149,903,1000
150,918,1000
151,961,1000
152,861,1000
