task,station
1,13
2,18
3,1
4,2
5,3
6,5
7,4
8,23
9,3
10,1
11,17
12,11
13,8
14,6
15,9
16,14
17,16
18,24
19,2
20,5
21,7
22,12
23,15
24,27
25,51
26,12
27,15
28,40
29,20
30,10
31,48
32,34
33,19
34,10
35,9
36,30
37,4
38,33
39,46
40,49
41,44
42,43
43,42
44,23
45,32
46,17
47,51
48,55
49,16
50,52
51,75
52,59
53,76
54,19
55,31
56,38
57,21
58,28
59,58
60,38
61,47
62,50
63,103
64,49
65,52
66,25
67,22
68,35
69,62
70,56
71,90
72,57
73,47
74,37
75,34
76,45
77,42
78,39
79,56
80,50
81,28
82,67
83,58
84,46
85,63
86,29
87,54
88,36
89,41
90,53
91,60
92,61
93,93
94,60
95,71
96,26
97,57
98,72
99,41
100,67
101,85
102,64
103,81
104,55
105,66
106,68
107,69
108,71
109,43
110,73
111,92
112,62
113,65
114,69
115,70
116,88
117,107
118,89
119,102
120,95
121,66
122,86
123,68
124,70
125,93
126,77
127,101
128,104
129,81
130,94
131,74
132,78
133,107
134,100
135,118
136,108
137,128
138,116
139,121
140,104
141,98
142,109
143,76
144,112
145,136
146,79
147,90
148,97
149,145
150,84
151,78
152,82
153,87
154,83
155,80
156,87
157,116
158,112
159,142
160,114
161,148
162,119
163,169
164,117
165,146
166,121
167,137
168,146
169,122
170,101
171,156
172,119
173,85
174,88
175,152
176,115
177,138
178,161
179,139
180,127
181,125
182,128
183,125
184,91
185,151
186,157
187,122
188,163
189,138
190,158
191,130
192,150
193,117
194,144
195,160
196,168
197,140
198,169
199,135
200,174
201,181
202,95
203,147
204,161
205,143
206,143
207,162
208,141
209,166
210,126
211,158
212,129
213,179
214,137
215,197
216,123
217,171
218,153
219,199
220,172
221,192
222,186
223,96
224,185
225,155
226,202
227,207
228,164
229,185
230,153
231,189
232,189
233,152
234,96
235,189
236,220
237,179
238,173
239,177
240,178
241,172
242,180
243,188
244,193
245,196
246,199
247,216
248,188
249,99
250,215
251,205
252,200
253,203
254,163
255,186
256,157
257,198
258,166
259,132
260,108
261,105
262,211
263,192
264,207
265,99
266,106
267,216
268,217
269,240
270,224
271,213
272,118
273,233
274,262
275,110
276,194
277,110
278,209
279,223
280,141
281,215
282,145
283,100
284,159
285,220
286,147
287,191
288,154
289,162
290,111
291,214
292,235
293,218
294,133
295,267
296,131
297,269
298,159
299,221
300,204
301,219
302,165
303,135
304,113
305,268
306,237
307,182
308,246
309,224
310,276
311,279
312,233
313,225
314,204
315,250
316,241
317,255
318,114
319,203
320,167
321,190
322,223
323,244
324,240
325,149
326,234
327,170
328,243
329,253
330,226
331,260
332,227
333,230
334,242
335,231
336,236
337,266
338,284
339,120
340,234
341,261
342,176
343,124
344,242
345,229
346,210
347,171
348,183
349,173
350,294
351,245
352,195
353,174
354,248
355,270
356,193
357,205
358,230
359,261
360,127
361,196
362,184
363,244
364,285
365,243
366,187
367,134
368,239
369,175
370,175
371,253
372,285
373,297
374,303
375,305
376,295
377,256
378,268
379,249
380,254
381,274
382,247
383,211
384,267
385,136
386,257
387,281
388,187
389,195
390,190
391,206
392,293
393,251
394,250
395,290
396,289
397,222
398,212
399,191
400,252
401,251
402,318
403,142
404,298
405,259
406,302
407,283
408,232
409,270
410,299
411,258
412,314
413,201
414,269
415,263
416,256
417,265
418,301
419,299
420,339
421,284
422,272
423,327
424,273
425,304
426,271
427,264
428,335
429,225
430,313
431,208
432,238
433,290
434,280
435,330
436,311
437,360
438,322
439,323
440,341
441,276
442,355
443,332
444,311
445,272
446,307
447,275
448,228
449,295
450,283
451,287
452,274
453,356
454,296
455,309
456,315
457,368
458,328
459,379
460,349
461,341
462,278
463,308
464,286
465,277
466,336
467,326
468,319
469,327
470,353
471,324
472,319
473,358
474,310
475,326
476,291
477,325
478,378
479,335
480,343
481,277
482,350
483,321
484,287
485,318
486,357
487,282
488,292
489,370
490,349
491,278
492,325
493,385
494,333
495,337
496,398
497,381
498,288
499,336
500,364
501,331
502,344
503,359
504,354
505,375
506,329
507,381
508,334
509,391
510,289
511,387
512,342
513,293
514,328
515,347
516,384
517,370
518,344
519,383
520,367
521,338
522,345
523,306
524,397
525,377
526,423
527,376
528,379
529,296
530,355
531,402
532,294
533,353
534,350
535,372
536,404
537,388
538,346
539,340
540,300
541,387
542,367
543,427
544,428
545,470
546,423
547,440
548,426
549,358
550,395
551,385
552,441
553,380
554,415
555,320
556,409
557,363
558,386
559,374
560,434
561,312
562,411
563,392
564,359
565,443
566,414
567,431
568,316
569,479
570,469
571,425
572,400
573,382
574,411
575,468
576,473
577,389
578,470
579,401
580,398
581,417
582,373
583,361
584,453
585,352
586,402
587,388
588,473
589,393
590,504
591,409
592,481
593,389
594,494
595,317
596,433
597,486
598,362
599,531
600,401
601,506
602,322
603,429
604,491
605,438
606,422
607,366
608,416
609,324
610,403
611,366
612,418
613,362
614,394
615,363
616,493
617,496
618,516
619,488
620,488
621,510
622,419
623,390
624,490
625,407
626,420
627,395
628,535
629,410
630,371
631,424
632,348
633,542
634,538
635,396
636,445
637,491
638,351
639,426
640,394
641,408
642,428
643,540
644,424
645,449
646,497
647,403
648,533
649,420
650,517
651,425
652,405
653,448
654,459
655,421
656,351
657,399
658,352
659,535
660,541
661,432
662,547
663,514
664,498
665,534
666,461
667,554
668,529
669,354
670,557
671,571
672,413
673,467
674,406
675,365
676,561
677,408
678,478
679,432
680,572
681,460
682,558
683,477
684,464
685,416
686,427
687,438
688,580
689,386
690,482
691,361
692,492
693,485
694,471
695,492
696,430
697,538
698,412
699,484
700,435
701,483
702,485
703,585
704,528
705,439
706,496
707,487
708,505
709,583
710,489
711,507
712,430
713,369
714,431
715,463
716,486
717,448
718,390
719,456
720,452
721,440
722,450
723,462
724,446
725,476
726,447
727,487
728,457
729,436
730,442
731,444
732,437
733,515
734,513
735,500
736,494
737,445
738,502
739,458
740,511
741,454
742,519
743,480
744,512
745,484
746,454
747,437
748,490
749,518
750,495
751,449
752,457
753,508
754,489
755,450
756,472
757,453
758,465
759,466
760,517
761,451
762,501
763,519
764,499
765,493
766,474
767,509
768,523
769,502
770,561
771,521
772,500
773,457
774,527
775,498
776,507
777,475
778,455
779,530
780,505
781,522
782,532
783,518
784,526
785,526
786,562
787,503
788,562
789,504
790,525
791,522
792,549
793,537
794,567
795,514
796,539
797,471
798,541
799,524
800,574
801,533
802,588
803,578
804,527
805,532
806,563
807,549
808,543
809,520
810,573
811,570
812,516
813,523
814,534
815,548
816,545
817,552
818,525
819,592
820,594
821,566
822,555
823,536
824,579
825,544
826,546
827,546
828,524
829,584
830,582
831,586
832,539
833,555
834,581
835,582
836,579
837,590
838,564
839,542
840,559
841,551
842,568
843,540
844,585
845,550
846,598
847,592
848,597
849,593
850,604
851,587
852,602
853,610
854,569
855,617
856,599
857,596
858,585
859,606
860,572
861,604
862,543
863,602
864,608
865,552
866,608
867,611
868,600
869,595
870,606
871,607
872,567
873,611
874,607
875,576
876,618
877,620
878,603
879,610
880,574
881,609
882,601
883,630
884,622
885,547
886,619
887,573
888,556
889,560
890,605
891,580
892,633
893,614
894,613
895,614
896,612
897,615
898,616
899,626
900,571
901,621
902,563
903,581
904,641
905,634
906,619
907,625
908,565
909,629
910,550
911,569
912,630
913,580
914,553
915,650
916,632
917,622
918,651
919,636
920,631
921,624
922,623
923,649
924,647
925,627
926,575
927,587
928,651
929,631
930,557
931,591
932,644
933,658
934,635
935,663
936,628
937,643
938,609
939,647
940,633
941,652
942,637
943,678
944,653
945,653
946,559
947,639
948,657
949,577
950,654
951,629
952,645
953,589
954,659
955,668
956,659
957,665
958,666
959,660
960,642
961,638
962,640
963,676
964,656
965,661
966,665
967,662
968,632
969,590
970,668
971,681
972,683
973,679
974,652
975,674
976,660
977,680
978,648
979,645
980,655
981,667
982,646
983,675
984,677
985,672
986,671
987,648
988,667
989,658
990,672
991,683
992,673
993,664
994,661
995,669
996,682
997,670
998,682
999,680
1000,681
