task,station
1,8
2,1
3,3
4,6
5,5
6,8
7,1
8,2
9,3
10,2
11,5
12,5
13,4
14,4
15,9
16,5
17,8
18,2
19,1
20,1
21,3
22,2
23,5
24,10
25,14
26,7
27,2
28,9
29,8
30,2
31,6
32,7
33,13
34,3
35,9
36,15
37,7
38,3
39,3
40,6
41,6
42,3
43,9
44,4
45,6
46,10
47,6
48,4
49,5
50,10
51,11
52,11
53,17
54,17
55,17
56,15
57,17
58,7
59,11
60,10
61,15
62,17
63,11
64,11
65,16
66,8
67,7
68,7
69,9
70,12
71,9
72,14
73,15
74,3
75,4
76,19
77,8
78,15
79,12
80,20
81,19
82,16
83,21
84,16
85,9
86,10
87,17
88,21
89,7
90,11
91,17
92,11
93,5
94,8
95,22
96,18
97,14
98,25
99,11
100,21
101,18
102,20
103,22
104,9
105,20
106,19
107,10
108,11
109,22
110,13
111,9
112,13
113,12
114,27
115,19
116,23
117,19
118,16
119,27
120,19
121,18
122,11
123,19
124,24
125,13
126,25
127,19
128,14
129,28
130,21
131,12
132,23
133,16
134,13
135,25
136,25
137,39
138,27
139,16
140,12
141,26
142,16
143,20
144,29
145,28
146,24
147,20
148,28
149,31
150,18
151,16
152,22
153,20
154,23
155,14
156,19
157,14
158,15
159,21
160,17
161,27
162,32
163,22
164,24
165,29
166,26
167,22
168,22
169,29
170,34
171,20
172,28
173,23
174,23
175,30
176,35
177,30
178,34
179,30
180,23
181,27
182,21
183,26
184,41
185,35
186,23
187,32
188,36
189,32
190,27
191,28
192,30
193,25
194,34
195,30
196,36
197,24
198,26
199,35
200,44
201,30
202,42
203,29
204,38
205,30
206,26
207,33
208,37
209,37
210,36
211,40
212,31
213,37
214,26
215,41
216,28
217,35
218,31
219,39
220,31
221,35
222,37
223,34
224,34
225,31
226,34
227,40
228,33
229,38
230,49
231,49
232,37
233,26
234,30
235,29
236,28
237,42
238,38
239,41
240,34
241,39
242,36
243,38
244,27
245,36
246,49
247,42
248,47
249,30
250,53
251,36
252,31
253,42
254,39
255,32
256,35
257,33
258,51
259,33
260,42
261,35
262,53
263,43
264,40
265,39
266,41
267,42
268,39
269,44
270,39
271,56
272,43
273,61
274,39
275,51
276,53
277,41
278,32
279,57
280,38
281,45
282,43
283,53
284,33
285,48
286,60
287,61
288,40
289,43
290,46
291,45
292,55
293,44
294,60
295,53
296,44
297,60
298,44
299,62
300,59
301,45
302,62
303,43
304,45
305,49
306,46
307,43
308,44
309,43
310,57
311,54
312,50
313,64
314,44
315,45
316,53
317,56
318,46
319,55
320,45
321,48
322,47
323,65
324,46
325,64
326,55
327,46
328,55
329,59
330,49
331,54
332,47
333,48
334,46
335,48
336,48
337,59
338,50
339,48
340,48
341,50
342,47
343,47
344,59
345,52
346,53
347,50
348,56
349,65
350,57
351,55
352,55
353,59
354,56
355,72
356,60
357,58
358,64
359,52
360,54
361,56
362,51
363,59
364,48
365,50
366,54
367,70
368,57
369,47
370,61
371,57
372,51
373,53
374,51
375,49
376,58
377,64
378,64
379,65
380,66
381,68
382,55
383,50
384,59
385,58
386,55
387,52
388,73
389,55
390,64
391,61
392,58
393,71
394,58
395,54
396,52
397,57
398,61
399,70
400,53
401,56
402,67
403,65
404,62
405,77
406,50
407,58
408,64
409,53
410,60
411,61
412,60
413,62
414,71
415,56
416,67
417,67
418,70
419,69
420,67
421,68
422,68
423,71
424,62
425,69
426,61
427,70
428,65
429,63
430,63
431,63
432,78
433,83
434,66
435,58
436,56
437,63
438,82
439,60
440,69
441,68
442,75
443,69
444,61
445,63
446,69
447,72
448,66
449,68
450,58
451,71
452,66
453,82
454,84
455,69
456,70
457,71
458,73
459,67
460,72
461,65
462,68
463,71
464,79
465,64
466,69
467,76
468,72
469,71
470,77
471,74
472,78
473,72
474,72
475,67
476,65
477,71
478,73
479,73
480,65
481,68
482,76
483,73
484,74
485,72
486,75
487,76
488,70
489,84
490,73
491,76
492,73
493,74
494,85
495,76
496,79
497,74
498,72
499,79
500,76
501,73
502,79
503,70
504,79
505,65
506,67
507,66
508,74
509,79
510,82
511,74
512,86
513,84
514,74
515,86
516,80
517,83
518,75
519,78
520,80
521,80
522,75
523,81
524,85
525,70
526,79
527,75
528,75
529,78
530,81
531,79
532,77
533,77
534,84
535,85
536,87
537,95
538,85
539,83
540,89
541,90
542,77
543,80
544,79
545,81
546,96
547,87
548,87
549,78
550,82
551,88
552,80
553,81
554,93
555,81
556,87
557,84
558,85
559,93
560,86
561,78
562,86
563,95
564,86
565,83
566,82
567,86
568,96
569,96
570,86
571,85
572,98
573,85
574,90
575,82
576,91
577,81
578,94
579,88
580,100
581,98
582,92
583,97
584,90
585,92
586,87
587,89
588,84
589,85
590,89
591,99
592,98
593,82
594,97
595,97
596,97
597,101
598,97
599,87
600,101
601,88
602,99
603,93
604,90
605,88
606,91
607,93
608,95
609,95
610,93
611,101
612,91
613,94
614,97
615,93
616,100
617,101
618,89
619,103
620,99
621,92
622,89
623,91
624,99
625,103
626,91
627,92
628,93
629,91
630,98
631,98
632,88
633,101
634,104
635,102
636,94
637,105
638,94
639,92
640,108
641,90
642,91
643,94
644,108
645,96
646,106
647,101
648,92
649,110
650,107
651,102
652,107
653,117
654,112
655,95
656,99
657,106
658,94
659,108
660,105
661,100
662,99
663,94
664,95
665,110
666,115
667,102
668,124
669,114
670,108
671,111
672,95
673,106
674,108
675,111
676,100
677,105
678,119
679,110
680,102
681,113
682,107
683,116
684,96
685,113
686,107
687,113
688,102
689,101
690,107
691,109
692,120
693,110
694,106
695,104
696,102
697,117
698,98
699,120
700,121
701,106
702,102
703,95
704,114
705,114
706,114
707,116
708,115
709,117
710,118
711,114
712,120
713,123
714,102
715,116
716,100
717,103
718,120
719,110
720,107
721,111
722,104
723,101
724,118
725,103
726,104
727,121
728,103
729,104
730,110
731,121
732,123
733,121
734,125
735,112
736,112
737,108
738,120
739,111
740,103
741,122
742,113
743,110
744,105
745,118
