task,station
1,6
2,5
3,2
4,3
5,6
6,11
7,3
8,7
9,1
10,3
11,1
12,3
13,10
14,1
15,1
16,2
17,1
18,10
19,5
20,6
21,4
22,5
23,1
24,3
25,8
26,6
27,6
28,7
29,12
30,16
31,5
32,8
33,12
34,1
35,5
36,4
37,2
38,9
39,9
40,7
41,9
42,15
43,11
44,13
45,4
46,7
47,13
48,8
49,4
50,1
51,13
52,10
53,8
54,8
55,13
56,2
57,2
58,3
59,7
60,8
61,4
62,4
63,4
64,3
65,1
66,5
67,19
68,4
69,2
70,14
71,15
72,10
73,12
74,17
75,2
76,16
77,9
78,19
79,9
80,14
81,17
82,6
83,28
84,12
85,14
86,3
87,22
88,7
89,17
90,20
91,7
92,18
93,15
94,12
95,22
96,11
97,17
98,18
99,23
100,19
101,15
102,15
103,21
104,26
105,19
106,23
107,8
108,18
109,14
110,15
111,14
112,18
113,12
114,7
115,16
116,12
117,7
118,8
119,11
120,12
121,20
122,21
123,25
124,30
125,16
126,27
127,29
128,26
129,30
130,32
131,28
132,29
133,29
134,29
135,26
136,28
137,18
138,22
139,13
140,23
141,17
142,14
143,18
144,10
145,24
146,16
147,32
148,30
149,30
150,31
151,31
152,30
153,30
154,24
155,18
156,17
157,13
158,18
159,11
160,29
161,14
162,27
163,29
164,30
165,24
166,12
167,15
168,21
169,30
170,22
171,32
172,34
173,25
174,20
175,18
176,32
177,30
178,19
179,28
180,28
181,33
182,27
183,18
184,34
185,33
186,32
187,26
188,26
189,31
190,37
191,22
192,31
193,28
194,33
195,34
196,34
197,19
198,21
199,31
200,27
201,33
202,27
203,35
204,23
205,32
206,36
207,36
208,34
209,34
210,19
211,33
212,23
213,37
214,42
215,35
216,35
217,35
218,34
219,36
220,33
221,33
222,33
223,36
224,29
225,44
226,36
227,43
228,37
229,22
230,35
231,21
232,25
233,25
234,32
235,39
236,24
237,30
238,22
239,38
240,38
241,37
242,24
243,38
244,35
245,27
246,24
247,37
248,23
249,25
250,36
251,35
252,42
253,25
254,36
255,36
256,38
257,26
258,40
259,39
260,47
261,39
262,39
263,41
264,42
265,48
266,41
267,41
268,35
269,47
270,36
271,41
272,28
273,28
274,25
275,43
276,47
277,38
278,41
279,42
280,54
281,46
282,56
283,45
284,44
285,46
286,45
287,42
288,45
289,49
290,49
291,52
292,51
293,43
294,45
295,45
296,27
297,47
298,47
299,48
300,30
301,46
302,44
303,44
304,54
305,49
306,48
307,49
308,43
309,45
310,45
311,48
312,47
313,46
314,47
315,52
316,49
317,56
318,46
319,42
320,41
321,39
322,40
323,40
324,40
325,40
326,42
327,38
328,41
329,43
330,50
331,30
332,46
333,50
334,49
335,39
336,56
337,52
338,48
339,53
340,49
341,55
342,48
343,42
344,40
345,50
346,40
347,58
348,51
349,50
350,53
351,52
352,50
353,50
354,55
355,55
356,56
357,54
358,54
359,57
360,52
361,48
362,41
363,45
364,53
365,51
366,54
367,57
368,55
369,51
370,58
371,45
372,57
373,56
374,61
375,48
376,51
377,49
378,56
379,52
380,52
381,57
382,57
383,57
384,50
385,59
386,60
387,63
388,67
389,61
390,58
391,55
392,62
393,58
394,51
395,58
396,52
397,59
398,53
399,66
400,57
401,61
402,58
403,60
404,65
405,59
406,63
407,55
408,61
409,53
410,66
411,52
412,62
413,52
414,60
415,55
416,67
417,60
418,54
419,78
420,59
421,63
422,58
423,60
424,67
425,60
426,53
427,69
428,60
429,63
430,54
431,60
432,53
433,60
434,57
435,60
436,66
437,70
438,61
439,67
440,68
441,62
442,60
443,61
444,58
445,70
446,65
447,68
448,62
449,55
450,56
451,62
452,69
453,62
454,71
455,64
456,61
457,77
458,68
459,63
460,70
461,63
462,62
463,63
464,74
465,67
466,61
467,80
468,66
469,64
470,73
471,68
472,71
473,65
474,58
475,63
476,73
477,65
478,64
479,62
480,67
481,79
482,69
483,85
484,64
485,74
486,70
487,64
488,77
489,72
490,69
491,80
492,67
493,73
494,67
495,67
496,75
497,78
498,73
499,75
500,85
501,68
502,65
503,67
504,64
505,70
506,66
507,77
508,69
509,86
510,82
511,82
512,64
513,68
514,69
515,69
516,85
517,79
518,79
519,82
520,90
521,71
522,82
523,71
524,80
525,69
526,64
527,83
528,71
529,70
530,84
531,70
532,81
533,68
534,83
535,71
536,69
537,85
538,73
539,72
540,70
541,70
542,77
543,85
544,76
545,70
546,88
547,74
548,84
549,80
550,93
551,88
552,72
553,81
554,83
555,78
556,70
557,95
558,86
559,74
560,85
561,82
562,75
563,71
564,88
565,75
566,94
567,83
568,79
569,88
570,71
571,72
572,74
573,89
574,86
575,76
576,77
577,84
578,74
579,76
580,79
581,79
582,84
583,86
584,75
585,80
586,77
587,93
588,85
589,80
590,73
591,76
592,71
593,76
594,87
595,72
596,78
597,83
598,88
599,81
600,92
601,84
602,84
603,84
604,82
