task,station
1,2
2,3
3,6
4,9
5,5
6,3
7,4
8,2
9,3
10,1
11,6
12,8
13,15
14,1
15,2
16,7
17,1
18,10
19,2
20,6
21,4
22,6
23,2
24,9
25,9
26,1
27,9
28,31
29,31
30,11
31,92
32,92
33,68
34,69
35,58
36,228
37,45
38,11
39,228
40,4
41,229
42,228
43,89
44,109
45,229
46,229
47,10
48,227
49,229
50,16
51,212
52,14
53,231
54,13
55,11
56,230
57,19
58,89
59,110
60,46
61,230
62,233
63,4
64,6
65,10
66,11
67,17
68,230
69,229
70,14
71,15
72,7
73,6
74,46
75,17
76,23
77,5
78,11
79,20
80,6
81,11
82,5
83,17
84,10
85,18
86,12
87,12
88,17
89,12
90,21
91,12
92,35
93,18
94,48
95,7
96,28
97,8
98,16
99,8
100,18
101,5
102,22
103,11
104,20
105,30
106,14
107,8
108,83
109,31
110,31
111,30
112,110
113,50
114,232
115,233
116,22
117,20
118,29
119,232
120,21
121,212
122,69
123,13
124,18
125,231
126,37
127,31
128,30
129,212
130,69
131,69
132,51
133,21
134,26
135,21
136,13
137,37
138,25
139,24
140,233
141,25
142,15
143,231
144,22
145,24
146,19
147,29
148,25
149,22
150,28
151,19
152,29
153,69
154,27
155,24
156,32
157,22
158,21
159,38
160,26
161,25
162,23
163,22
164,30
165,26
166,24
167,25
168,15
169,13
170,24
171,31
172,30
173,33
174,30
175,35
176,72
177,69
178,72
179,78
180,70
181,74
182,72
183,80
184,27
185,26
186,16
187,29
188,33
189,27
190,26
191,77
192,24
193,32
194,34
195,35
196,32
197,41
198,38
199,34
200,38
201,36
202,34
203,36
204,40
205,31
206,33
207,77
208,39
209,71
210,81
211,28
212,34
213,77
214,24
215,77
216,80
217,79
218,80
219,93
220,240
221,43
222,234
223,236
224,235
225,39
226,46
227,44
228,36
229,241
230,42
231,43
232,82
233,81
234,234
235,234
236,233
237,233
238,83
239,233
240,48
241,234
242,82
243,37
244,47
245,40
246,43
247,83
248,36
249,48
250,48
251,42
252,45
253,82
254,45
255,44
256,44
257,133
258,93
259,51
260,58
261,242
262,74
263,241
264,59
265,51
266,48
267,242
268,64
269,110
270,235
271,111
272,238
273,241
274,59
275,93
276,64
277,51
278,73
279,75
280,49
281,94
282,175
283,51
284,59
285,65
286,236
287,242
288,75
289,49
290,73
291,111
292,94
293,238
294,52
295,213
296,238
297,238
298,133
299,94
300,213
301,213
302,111
303,65
304,238
305,242
306,214
307,73
308,52
309,75
310,239
311,243
312,237
313,84
314,239
315,49
316,237
317,240
318,240
319,214
320,52
321,84
322,239
323,84
324,49
325,53
326,240
327,240
328,66
329,75
330,243
331,73
332,84
333,84
334,133
335,95
336,60
337,112
338,74
339,242
340,53
341,75
342,50
343,241
344,66
345,78
346,60
347,84
348,76
349,54
350,95
351,50
352,60
353,63
354,64
355,77
356,63
357,76
358,57
359,56
360,80
361,78
362,66
363,54
364,61
365,74
366,85
367,86
368,86
369,85
370,87
371,107
372,96
373,108
374,108
375,123
376,104
377,100
378,99
379,53
380,61
381,67
382,63
383,71
384,62
385,63
386,63
387,70
388,62
389,78
390,83
391,81
392,78
393,54
394,76
395,78
396,96
397,61
398,85
399,105
400,123
401,85
402,83
403,81
404,57
405,63
406,61
407,57
408,55
409,58
410,56
411,62
412,102
413,87
414,90
415,97
416,97
417,97
418,91
419,88
420,68
421,64
422,127
423,76
424,61
425,208
426,89
427,214
428,112
429,79
430,106
431,71
432,243
433,245
434,242
435,244
436,243
437,67
438,88
439,98
440,91
441,106
442,97
443,92
444,107
445,105
446,90
447,106
448,99
449,100
450,91
451,109
452,92
453,102
454,122
455,105
456,97
457,101
458,91
459,96
460,126
461,104
462,108
463,120
464,104
465,90
466,70
467,91
468,97
469,71
470,71
471,88
472,107
473,79
474,67
475,114
476,107
477,95
478,109
479,88
480,132
481,115
482,115
483,101
484,86
485,103
486,108
487,117
488,106
489,108
490,98
491,137
492,118
493,116
494,108
495,122
496,121
497,115
498,107
499,89
500,121
501,124
502,141
503,133
504,112
505,245
506,127
507,244
508,132
509,244
510,128
511,140
512,129
513,118
514,246
515,127
516,245
517,137
518,120
519,127
520,127
521,114
522,117
523,118
524,116
525,114
526,116
527,121
528,113
529,114
530,113
531,128
532,147
533,120
534,127
535,118
536,129
537,130
538,141
539,129
540,119
541,121
542,132
543,137
544,130
545,124
546,117
547,123
548,123
549,131
550,127
551,155
552,117
553,115
554,128
555,131
556,131
557,116
558,130
559,119
560,125
561,114
562,124
563,121
564,122
565,133
566,136
567,126
568,251
569,139
570,129
571,134
572,140
573,246
574,246
575,247
576,247
577,247
578,246
579,250
580,134
581,138
582,135
583,134
584,138
585,135
586,148
587,136
588,143
589,134
590,138
591,133
592,136
593,135
594,152
595,140
596,129
597,147
598,126
599,139
600,214
601,150
602,143
603,142
604,143
605,247
606,134
607,135
608,249
609,155
610,146
611,246
612,139
613,154
614,162
615,247
616,144
617,145
618,143
619,142
620,149
621,139
622,154
623,144
624,148
625,144
626,155
627,142
628,146
629,162
630,139
631,141
632,163
633,145
634,134
635,148
636,149
637,148
638,135
639,144
640,149
641,159
642,149
643,148
644,140
645,152
646,152
647,152
648,141
649,156
650,147
651,150
652,146
653,250
654,147
655,163
656,247
657,172
658,159
659,248
660,158
661,170
662,253
663,157
664,254
665,249
666,248
667,151
668,248
669,150
670,252
671,164
672,247
673,150
674,151
675,149
676,172
677,157
678,163
679,154
680,158
681,147
682,146
683,152
684,170
685,159
686,165
687,161
688,164
689,175
690,214
691,158
692,167
693,162
694,159
695,161
696,251
697,156
698,252
699,252
700,160
701,252
702,251
703,254
704,174
705,158
706,253
707,252
708,175
709,253
710,253
711,169
712,168
713,166
714,173
715,153
716,175
717,160
718,157
719,161
720,159
721,153
722,162
723,167
724,176
725,158
726,174
727,169
728,158
729,175
730,156
731,168
732,167
733,170
734,174
735,160
736,255
737,250
738,174
739,187
740,253
741,180
742,168
743,179
744,163
745,166
746,164
747,165
748,172
749,156
750,186
751,249
752,173
753,165
754,166
755,187
756,170
757,168
758,156
759,160
760,179
761,164
762,164
763,180
764,186
765,184
766,179
767,174
768,163
769,163
770,199
771,189
772,184
773,190
774,161
775,170
776,188
777,179
778,168
779,161
780,165
781,195
782,189
783,186
784,162
785,161
786,189
787,169
788,171
789,191
790,191
791,190
792,183
793,191
794,172
795,251
796,256
797,251
798,192
799,199
800,195
801,256
802,200
803,198
804,187
805,255
806,182
807,256
808,171
809,171
810,175
811,193
812,200
813,187
814,198
815,182
816,171
817,192
818,193
819,199
820,196
821,175
822,257
823,263
824,258
825,257
826,257
827,205
828,258
829,252
830,263
831,206
832,190
833,253
834,262
835,202
836,260
837,177
838,253
839,252
840,261
841,176
842,263
843,182
844,177
845,262
846,262
847,190
848,185
849,178
850,258
851,207
852,253
853,181
854,206
855,257
856,259
857,202
858,181
859,177
860,178
861,181
862,196
863,185
864,206
865,203
866,176
867,207
868,199
869,178
870,177
871,190
872,183
873,193
874,204
875,206
876,186
877,215
878,264
879,201
880,193
881,262
882,207
883,264
884,185
885,259
886,197
887,263
888,215
889,203
890,264
891,184
892,264
893,261
894,215
895,185
896,187
897,204
898,260
899,265
900,264
901,201
902,264
903,197
904,207
905,195
906,264
907,264
908,217
909,265
910,184
911,194
912,208
913,216
914,187
915,197
916,186
917,218
918,185
919,204
920,201
921,195
922,194
923,208
924,224
925,221
926,218
927,224
928,216
929,220
930,216
931,220
932,191
933,205
934,201
935,205
936,223
937,204
938,186
939,222
940,190
941,219
942,210
943,208
944,208
945,222
946,224
947,208
948,208
