station,load,cycle_time
1,807,1000
2,834,1000
3,900,1000
4,994,1000
5,689,1000
6,923,1000
7,943,1000
8,897,1000
9,989,1000
10,875,1000
11,949,1000
12,880,1000
13,932,1000
14,895,1000
15,590,1000
16,846,1000
17,943,1000
18,883,1000
19,557,1000
20,940,1000
21,945,1000
22,956,1000
23,938,1000
24,936,1000
25,905,1000
26,967,1000
27,793,1000
28,1000,1000
29,728,1000
30,923,1000
31,988,1000
32,951,1000
33,960,1000
34,917,1000
35,749,1000
36,997,1000
37,773,1000
38,796,1000
39,592,1000
40,992,1000
41,915,1000
42,938,1000
43,975,1000
44,700,1000
45,904,1000
46,785,1000
47,838,1000
48,823,1000
49,916,1000
50,855,1000
51,962,1000
52,859,1000
53,849,1000
54,915,1000
55,970,1000
56,985,1000
57,828,1000
58,952,1000
59,930,1000
60,914,1000
61,928,1000
62,879,1000
63,971,1000
64,897,1000
65,952,1000
66,616,1000
67,895,1000
68,707,1000
69,995,1000
70,838,1000
71,922,1000
72,913,1000
73,982,1000
74,783,1000
75,770,1000
76,862,1000
77,941,1000
78,622,1000
79,909,1000
80,956,1000
81,683,1000
82,965,1000
83,943,1000
84,882,1000
85,827,1000
86,911,1000
87,906,1000
88,997,1000
89,892,1000
90,770,1000
91,916,1000
92,920,1000
93,872,1000
94,965,1000
95,945,1000
96,535,1000
97,609,1000
98,915,1000
99,861,1000
100,981,1000
101,936,1000
102,806,1000
103,765,1000
104,966,1000
105,845,1000
106,789,1000
107,990,1000
108,871,1000
109,597,1000
110,739,1000
111,712,1000
112,803,1000
113,942,1000
114,793,1000
115,889,1000
116,940,1000
117,534,1000
118,1000,1000
119,664,1000
120,902,1000
121,945,1000
122,869,1000
123,976,1000
124,910,1000
125,790,1000
126,937,1000
127,677,1000
128,914,1000
129,809,1000
130,892,1000
131,980,1000
132,846,1000
133,972,1000
134,909,1000
135,971,1000
136,933,1000
137,993,1000
138,960,1000
139,646,1000
140,724,1000
141,972,1000
142,981,1000
143,988,1000
144,701,1000
145,513,1000
146,857,1000
147,945,1000
148,748,1000
149,825,1000
150,771,1000
151,893,1000
152,935,1000
153,688,1000
154,919,1000
155,943,1000
156,809,1000
157,957,1000
158,895,1000
159,919,1000
160,924,1000
161,981,1000
162,755,1000
163,821,1000
164,757,1000
165,753,1000
166,914,1000
167,990,1000
168,980,1000
169,815,1000
170,829,1000
171,522,1000
172,856,1000
173,970,1000
174,924,1000
175,915,1000
176,867,1000
177,724,1000
178,902,1000
179,518,1000
180,975,1000
181,844,1000
182,893,1000
183,971,1000
184,999,1000
185,962,1000
186,637,1000
187,863,1000
188,774,1000
189,983,1000
190,796,1000
191,760,1000
192,878,1000
193,924,1000
194,879,1000
195,999,1000
196,841,1000
197,787,1000
198,898,1000
199,783,1000
200,988,1000
201,986,1000
202,596,1000
203,895,1000
204,814,1000
205,914,1000
206,726,1000
207,729,1000
208,993,1000
209,693,1000
210,886,1000
211,868,1000
212,765,1000
213,902,1000
214,895,1000
215,872,1000
216,434,1000
217,671,1000
218,753,1000
219,745,1000
220,958,1000
221,820,1000
222,824,1000
223,972,1000
224,677,1000
225,542,1000
226,803,1000
227,871,1000
228,753,1000
229,981,1000
230,698,1000
231,991,1000
232,983,1000
233,912,1000
234,850,1000
235,789,1000
236,953,1000
237,851,1000
238,666,1000
239,838,1000
240,971,1000
241,810,1000
242,590,1000
243,761,1000
244,948,1000
245,904,1000
246,994,1000
247,887,1000
248,826,1000
249,610,1000
250,770,1000
251,719,1000
252,987,1000
253,832,1000
254,918,1000
255,786,1000
256,1000,1000
257,497,1000
258,761,1000
259,899,1000
260,900,1000
261,823,1000
262,892,1000
263,560,1000
264,989,1000
265,797,1000
266,984,1000
