task,station
1,4
2,3
3,2
4,8
5,22
6,6
7,14
8,2
9,3
10,1
11,10
12,9
13,2
14,8
15,6
16,6
17,2
18,13
19,1
20,16
21,15
22,3
23,11
24,14
25,4
26,11
27,14
28,4
29,8
30,2
31,17
32,5
33,19
34,10
35,11
36,23
37,9
38,12
39,8
40,3
41,16
42,18
43,20
44,31
45,10
46,11
47,11
48,11
49,15
50,29
51,4
52,12
53,14
54,18
55,21
56,26
57,14
58,9
59,4
60,5
61,7
62,15
63,30
64,7
65,38
66,16
67,23
68,12
69,27
70,15
71,17
72,19
73,24
74,5
75,7
76,22
77,46
78,34
79,20
80,28
81,22
82,25
83,36
84,36
85,39
86,27
87,16
88,27
89,20
90,17
91,8
92,15
93,30
94,13
95,21
96,33
97,48
98,8
99,24
100,20
101,52
102,36
103,50
104,27
105,9
106,17
107,39
108,55
109,31
110,30
111,23
112,21
113,22
114,32
115,13
116,22
117,52
118,18
119,35
120,37
121,30
122,40
123,35
124,32
125,33
126,39
127,41
128,24
129,37
130,34
131,62
132,18
133,34
134,24
135,36
136,57
137,15
138,22
139,25
140,40
141,59
142,42
143,45
144,40
145,41
146,74
147,56
148,26
149,35
150,39
151,32
152,39
153,33
154,16
155,27
156,26
157,31
158,36
159,49
160,74
161,37
162,45
163,35
164,44
165,41
166,30
167,26
168,76
169,76
170,37
171,35
172,47
173,29
174,38
175,39
176,66
177,44
178,61
179,42
180,36
181,39
182,56
183,40
184,37
185,51
186,93
187,50
188,43
189,49
190,41
191,38
192,33
193,42
194,42
195,81
196,96
197,58
198,43
199,53
200,35
201,45
202,43
203,48
204,54
205,60
206,33
207,46
208,47
209,52
210,44
211,63
212,44
213,93
214,90
215,84
216,82
217,95
218,87
219,85
220,81
221,60
222,38
223,69
224,54
225,64
226,96
227,48
228,61
229,47
230,50
231,54
232,57
233,51
234,51
235,59
236,61
237,54
238,49
239,82
240,97
241,95
242,51
243,94
244,62
245,51
246,95
247,60
248,58
249,50
250,91
251,99
252,59
253,62
254,52
255,57
256,69
257,55
258,61
259,58
260,103
261,97
262,101
263,95
264,63
265,55
266,110
267,99
268,101
269,61
270,104
271,100
272,59
273,101
274,98
275,60
276,61
277,63
278,104
279,112
280,58
281,62
282,64
283,98
284,59
285,104
286,100
287,113
288,73
289,69
290,65
291,112
292,67
293,66
294,65
295,77
296,115
297,68
298,65
299,65
300,78
301,103
302,71
303,70
304,104
305,64
306,71
307,70
308,112
309,71
310,71
311,109
312,79
313,77
314,78
315,109
316,68
317,104
318,79
319,105
320,70
321,71
322,69
323,75
324,76
325,75
326,74
327,79
328,75
329,79
330,86
331,95
332,80
333,105
334,72
335,70
336,80
337,93
338,73
339,74
340,71
341,113
342,111
343,82
344,106
345,106
346,81
347,86
348,94
349,90
350,81
351,107
352,107
353,115
354,108
355,116
356,79
357,74
358,98
359,78
360,71
361,88
362,86
363,74
364,72
365,73
366,75
367,87
368,110
369,74
370,98
371,98
372,95
373,89
374,122
375,116
376,118
377,98
378,109
379,85
380,75
381,89
382,119
383,123
384,83
385,125
386,83
387,91
388,87
389,117
390,102
391,96
392,114
393,101
394,96
395,121
396,97
397,90
398,125
399,132
400,118
401,80
402,113
403,116
404,79
405,94
406,90
407,85
408,91
409,84
410,92
411,86
412,117
413,141
414,121
415,114
416,84
417,97
418,103
419,95
420,118
421,89
422,136
423,122
424,121
425,121
426,127
427,143
428,85
429,95
430,84
431,117
432,93
433,144
434,145
435,99
436,137
437,87
438,130
439,127
440,122
441,119
442,85
443,125
444,102
445,122
446,127
447,123
448,123
449,124
450,129
451,126
452,122
453,149
454,103
455,85
456,94
457,149
458,97
459,102
460,88
461,129
462,130
463,124
464,89
465,148
466,120
467,118
468,153
469,128
470,105
471,134
472,129
473,124
474,121
475,100
476,127
477,132
478,159
479,129
480,109
481,99
482,127
483,126
484,106
485,129
486,134
487,162
488,127
489,172
490,128
491,128
492,129
493,130
494,131
495,132
496,106
497,129
498,163
499,107
500,137
501,131
502,171
503,128
504,129
505,165
506,150
507,112
508,135
509,144
510,139
511,133
512,138
513,162
514,106
515,136
516,134
517,151
518,108
519,142
520,133
521,138
522,167
523,138
524,153
525,141
526,143
527,133
528,140
529,146
530,112
531,146
532,142
533,147
534,135
535,146
536,148
537,138
538,150
539,119
540,167
541,134
542,157
543,141
544,152
545,137
546,151
547,136
548,149
549,167
550,145
551,168
552,153
553,149
554,142
555,174
556,147
557,120
558,143
559,159
560,135
561,152
562,165
563,135
564,142
565,175
566,143
567,149
568,177
569,138
570,137
571,151
572,145
573,136
574,155
575,169
576,168
577,167
578,139
579,151
580,163
581,164
582,150
583,147
584,140
585,169
586,145
587,180
588,166
589,183
590,137
591,148
592,155
593,146
594,179
595,145
596,154
597,151
598,172
599,169
600,156
601,183
602,173
603,153
604,171
605,181
606,184
607,147
608,147
609,162
610,157
611,185
612,158
613,183
614,157
615,196
616,172
617,176
618,184
619,187
620,184
621,186
622,185
623,156
624,186
625,152
626,156
627,184
628,170
629,158
630,154
631,192
632,188
633,203
634,157
635,156
636,194
637,205
638,200
639,185
640,186
641,167
642,191
643,185
644,173
645,191
646,208
647,159
648,160
649,161
650,161
651,204
652,154
653,186
654,156
655,216
656,200
657,206
658,169
659,176
660,173
661,186
662,195
663,198
664,207
665,209
666,161
667,157
668,155
669,155
670,155
671,155
672,164
673,213
674,190
675,156
676,162
677,173
678,156
679,195
680,164
681,170
682,167
683,178
684,160
685,194
686,182
687,199
688,164
689,209
690,214
691,219
692,222
693,199
694,157
695,174
696,170
697,198
698,174
699,170
700,176
701,181
702,166
703,181
704,199
705,158
706,166
707,157
708,211
709,175
710,203
711,222
712,209
713,179
714,199
715,177
716,177
717,186
718,159
719,212
720,178
721,199
722,188
723,224
724,178
725,192
726,182
727,190
728,186
729,176
730,184
731,199
732,181
733,226
734,204
735,179
736,210
737,199
738,216
739,216
740,219
741,215
742,220
743,179
744,194
745,213
746,188
747,214
748,178
749,195
750,217
751,184
752,182
753,195
754,187
755,183
756,200
757,187
758,189
759,208
760,195
761,219
762,191
763,197
764,180
765,217
766,217
767,179
768,221
769,208
770,200
771,206
772,204
773,200
774,203
775,204
776,205
777,215
778,202
779,202
780,206
781,188
782,234
783,197
784,201
785,219
786,199
787,218
788,180
789,225
790,193
791,192
792,194
793,208
794,208
795,192
796,196
797,193
798,190
799,222
800,207
801,228
802,215
803,185
804,205
805,217
806,204
807,192
808,208
809,207
810,212
811,216
812,210
813,211
814,212
815,220
816,244
817,194
818,214
819,241
820,213
821,219
822,222
823,197
824,199
825,215
826,221
827,199
828,227
829,226
830,222
831,218
832,221
833,214
834,228
835,195
836,225
837,222
838,215
839,228
840,195
841,233
842,228
843,218
844,219
845,221
846,202
847,226
848,229
849,223
850,226
851,205
852,231
853,221
854,222
855,223
856,231
857,238
858,232
859,218
860,241
861,224
862,224
863,236
864,227
865,230
866,226
867,224
868,227
869,227
870,197
871,235
872,232
873,203
874,212
875,238
876,229
877,234
878,233
879,235
880,232
881,231
882,238
883,247
884,240
885,243
886,239
887,243
888,240
889,244
890,244
891,226
892,229
893,230
