station,load,cycle_time
1,783,1000
2,930,1000
3,785,1000
4,963,1000
5,990,1000
6,959,1000
7,913,1000
8,465,1000
9,732,1000
10,500,1000
11,793,1000
12,935,1000
13,895,1000
14,976,1000
15,942,1000
16,871,1000
17,718,1000
18,839,1000
19,774,1000
20,814,1000
21,859,1000
22,757,1000
23,919,1000
24,885,1000
25,864,1000
26,992,1000
27,615,1000
28,716,1000
29,863,1000
30,779,1000
31,887,1000
32,827,1000
33,709,1000
34,987,1000
35,990,1000
36,846,1000
37,864,1000
38,920,1000
39,942,1000
40,918,1000
41,703,1000
42,779,1000
43,907,1000
44,912,1000
45,834,1000
46,937,1000
47,576,1000
48,864,1000
49,927,1000
50,835,1000
51,724,1000
52,989,1000
53,929,1000
54,985,1000
55,756,1000
56,507,1000
57,961,1000
58,994,1000
59,965,1000
60,975,1000
61,878,1000
62,981,1000
63,965,1000
64,782,1000
65,490,1000
66,802,1000
67,990,1000
68,955,1000
69,967,1000
70,823,1000
71,876,1000
72,799,1000
73,970,1000
74,841,1000
75,993,1000
76,567,1000
77,879,1000
78,923,1000
79,614,1000
80,962,1000
81,866,1000
82,940,1000
83,930,1000
84,882,1000
85,785,1000
86,765,1000
87,905,1000
88,873,1000
89,669,1000
90,816,1000
91,931,1000
92,879,1000
93,746,1000
94,979,1000
95,832,1000
96,833,1000
97,997,1000
98,926,1000
99,627,1000
100,997,1000
101,874,1000
102,726,1000
103,944,1000
104,596,1000
105,500,1000
106,807,1000
107,834,1000
108,804,1000
109,533,1000
110,783,1000
111,790,1000
112,991,1000
113,988,1000
114,844,1000
115,880,1000
116,836,1000
117,803,1000
118,822,1000
119,617,1000
120,983,1000
121,999,1000
122,970,1000
123,613,1000
124,966,1000
125,820,1000
126,873,1000
127,712,1000
128,989,1000
129,546,1000
130,862,1000
131,931,1000
132,934,1000
133,712,1000
134,987,1000
135,991,1000
136,913,1000
137,802,1000
138,750,1000
139,941,1000
140,901,1000
141,859,1000
142,944,1000
143,805,1000
144,894,1000
145,844,1000
146,878,1000
147,959,1000
148,878,1000
149,966,1000
150,990,1000
151,847,1000
152,879,1000
153,852,1000
154,908,1000
155,974,1000
156,746,1000
157,517,1000
158,522,1000
159,841,1000
160,863,1000
161,618,1000
162,891,1000
163,983,1000
164,983,1000
165,704,1000
166,770,1000
167,514,1000
168,999,1000
169,852,1000
170,802,1000
171,931,1000
172,735,1000
173,970,1000
174,863,1000
175,992,1000
176,963,1000
177,811,1000
178,950,1000
179,857,1000
180,969,1000
181,917,1000
182,736,1000
183,998,1000
184,985,1000
185,837,1000
186,887,1000
187,874,1000
188,972,1000
189,994,1000
190,719,1000
191,915,1000
192,982,1000
193,946,1000
194,784,1000
195,989,1000
196,970,1000
197,796,1000
198,855,1000
199,723,1000
200,525,1000
201,939,1000
202,882,1000
203,529,1000
204,984,1000
205,594,1000
206,988,1000
207,826,1000
208,785,1000
209,685,1000
210,688,1000
211,545,1000
212,981,1000
213,719,1000
214,912,1000
215,994,1000
216,935,1000
217,988,1000
218,839,1000
219,976,1000
220,941,1000
221,970,1000
222,837,1000
223,917,1000
224,905,1000
225,915,1000
226,951,1000
227,958,1000
228,754,1000
229,846,1000
230,846,1000
231,973,1000
232,750,1000
233,928,1000
234,735,1000
235,725,1000
236,872,1000
237,951,1000
238,904,1000
239,972,1000
240,894,1000
241,910,1000
242,926,1000
243,825,1000
244,917,1000
245,786,1000
246,830,1000
247,983,1000
248,726,1000
249,980,1000
250,865,1000
251,689,1000
252,875,1000
253,925,1000
254,839,1000
255,824,1000
256,980,1000
257,798,1000
258,878,1000
259,999,1000
260,980,1000
261,800,1000
262,787,1000
263,886,1000
264,973,1000
265,995,1000
266,884,1000
267,836,1000
268,836,1000
269,855,1000
