task,station
1,4
2,1
3,7
4,11
5,4
6,1
7,5
8,7
9,4
10,11
11,10
12,1
13,9
14,2
15,1
16,7
17,4
18,3
19,1
20,10
21,6
22,21
23,6
24,1
25,3
26,12
27,2
28,2
29,13
30,13
31,14
32,11
33,8
34,10
35,3
36,11
37,3
38,3
39,19
40,16
41,17
42,6
43,11
44,8
45,5
46,10
47,23
48,18
49,9
50,16
51,30
52,12
53,2
54,22
55,22
56,17
57,9
58,3
59,28
60,5
61,18
62,22
63,14
64,8
65,10
66,19
67,12
68,25
69,10
70,21
71,11
72,16
73,12
74,10
75,20
76,17
77,34
78,12
79,27
80,21
81,26
82,18
83,33
84,23
85,10
86,14
87,21
88,13
89,9
90,18
91,21
92,18
93,17
94,23
95,20
96,22
97,24
98,23
99,25
100,26
101,27
102,24
103,30
104,30
105,39
106,27
107,31
108,24
109,15
110,29
111,14
112,18
113,27
114,36
115,19
116,25
117,26
118,17
119,32
120,22
121,32
122,32
123,25
124,19
125,30
126,28
127,28
128,40
129,35
130,29
131,28
132,37
133,32
134,34
135,36
136,36
137,56
138,39
139,43
140,43
141,34
142,52
143,42
144,39
145,37
146,31
147,31
148,43
149,33
150,38
151,36
152,43
153,45
154,37
155,37
156,54
157,54
158,44
159,33
160,41
161,32
162,53
163,37
164,62
165,46
166,36
167,61
168,37
169,41
170,36
171,56
172,34
173,42
174,56
175,44
176,46
177,60
178,35
179,43
180,34
181,32
182,40
183,66
184,59
185,44
186,36
187,63
188,63
189,38
190,47
191,52
192,44
193,62
194,61
195,57
196,40
197,41
198,68
199,50
200,59
201,64
202,66
203,44
204,42
205,43
206,62
207,58
208,64
209,41
210,71
211,49
212,61
213,61
214,68
215,65
216,67
217,62
218,59
219,71
220,68
221,47
222,74
223,67
224,72
225,67
226,67
227,68
228,48
229,52
230,59
231,45
232,48
233,69
234,46
235,68
236,81
237,82
238,68
239,70
240,53
241,58
242,64
243,80
244,51
245,47
246,49
247,73
248,48
249,87
250,59
251,82
252,70
253,46
254,82
255,70
256,61
257,89
258,52
259,69
260,53
261,51
262,48
263,61
264,72
265,59
266,50
267,55
268,73
269,49
270,62
271,51
272,55
273,85
274,54
275,75
276,94
277,72
278,72
279,73
280,73
281,84
282,80
283,76
284,79
285,77
286,73
287,58
288,50
289,57
290,55
291,66
292,58
293,51
294,50
295,82
296,62
297,78
298,52
299,57
300,55
301,78
302,86
303,70
304,63
305,60
306,80
307,76
308,83
309,90
310,92
311,82
312,56
313,95
314,60
315,85
316,74
317,63
318,77
319,99
320,73
321,51
322,58
323,86
324,71
325,80
326,89
327,85
328,87
329,96
330,95
331,83
332,77
333,80
334,74
335,85
336,56
337,95
338,63
339,69
340,84
341,83
342,61
343,64
344,80
345,87
346,91
347,96
348,98
349,64
350,92
351,88
352,89
353,95
354,117
355,75
356,89
357,87
358,71
359,81
360,66
361,109
362,94
363,65
364,102
365,105
366,92
367,98
368,70
369,100
370,114
371,90
372,81
373,88
374,110
375,107
376,101
377,74
378,102
379,82
380,65
381,102
382,79
383,97
384,106
385,95
386,99
387,95
388,94
389,98
390,94
391,98
392,97
393,88
394,93
395,101
396,82
397,98
398,112
399,77
400,86
401,115
402,104
403,111
404,118
405,80
406,103
407,122
408,83
409,101
410,101
411,125
412,84
413,106
414,112
415,108
416,100
417,120
418,104
419,100
420,113
421,103
422,126
423,116
424,109
425,107
426,101
427,105
428,86
429,107
430,116
431,101
432,121
433,108
434,110
435,115
436,110
437,119
438,108
439,107
440,111
441,113
442,112
443,117
444,111
445,126
446,104
447,121
448,90
449,120
450,125
451,102
452,106
453,121
454,130
455,101
456,93
457,129
458,115
459,131
460,137
461,132
462,105
463,122
464,116
465,91
466,121
467,132
468,121
469,127
470,134
471,90
472,139
473,113
474,127
475,114
476,141
477,136
478,133
479,125
480,126
481,130
482,131
483,139
484,109
485,123
486,115
487,134
488,93
489,93
490,136
491,122
492,151
493,124
494,130
495,155
496,135
497,128
498,124
499,132
500,123
501,123
502,155
503,131
504,116
505,135
506,137
507,134
508,129
509,157
510,127
511,119
512,133
513,159
514,136
515,141
516,143
517,127
518,136
519,130
520,159
521,142
522,165
523,134
524,130
525,133
526,124
527,124
528,122
529,118
530,159
531,160
532,162
533,159
534,160
535,163
536,146
537,150
538,150
539,146
540,149
541,137
542,136
543,145
544,119
545,161
546,131
547,160
548,123
549,135
550,135
551,160
552,138
553,138
554,147
555,149
556,147
557,136
558,167
559,128
560,171
