task,station
1,4
2,3
3,11
4,15
5,3
6,1
7,7
8,2
9,31
10,19
11,10
12,13
13,6
14,16
15,4
16,15
17,5
18,6
19,2
20,58
21,47
22,16
23,23
24,7
25,27
26,14
27,39
28,8
29,49
30,12
31,17
32,33
33,20
34,25
35,11
36,18
37,39
38,24
39,28
40,9
41,49
42,36
43,32
44,26
45,79
46,46
47,37
48,30
49,27
50,38
51,97
52,26
53,34
54,40
55,29
56,46
57,68
58,70
59,35
60,48
61,37
62,21
63,38
64,43
65,43
66,63
67,71
68,57
69,55
70,41
71,44
72,42
73,78
74,59
75,50
76,22
77,62
78,50
79,92
80,67
81,71
82,47
83,56
84,69
85,40
86,100
87,51
88,109
89,32
90,54
91,33
92,91
93,72
94,48
95,111
96,75
97,125
98,55
99,116
100,53
101,70
102,62
103,64
104,44
105,165
106,73
107,168
108,51
109,59
110,86
111,60
112,45
113,80
114,72
115,84
116,67
117,73
118,66
119,167
120,80
121,68
122,82
123,76
124,77
125,52
126,85
127,97
128,65
129,74
130,102
131,101
132,93
133,96
134,84
135,61
136,93
137,103
138,108
139,83
140,89
141,108
142,98
143,143
144,81
145,118
146,92
147,58
148,88
149,82
150,94
151,131
152,99
153,98
154,87
155,106
156,121
157,119
158,132
159,90
160,107
161,87
162,104
163,137
164,83
165,95
166,119
167,89
168,109
169,104
170,105
171,103
172,112
173,175
174,90
175,101
176,128
177,126
178,122
179,136
180,134
181,214
182,112
183,184
184,113
185,130
186,115
187,129
188,182
189,121
190,122
191,110
192,197
193,127
194,114
195,151
196,148
197,245
198,198
199,117
200,117
201,129
202,123
203,120
204,138
205,124
206,156
207,140
208,134
209,154
210,139
211,118
212,194
213,139
214,133
215,159
216,130
217,143
218,210
219,206
220,142
221,135
222,135
223,151
224,163
225,145
226,128
227,141
228,153
229,144
230,179
231,213
232,147
233,235
234,154
235,174
236,131
237,146
238,219
239,178
240,158
241,166
242,189
243,190
244,142
245,164
246,152
247,150
248,211
249,149
250,153
251,173
252,217
253,163
254,250
255,213
256,158
257,176
258,232
259,191
260,152
261,172
262,149
263,167
264,193
265,193
266,201
267,196
268,236
269,170
270,238
271,155
272,186
273,207
274,176
275,157
276,161
277,192
278,217
279,161
280,171
281,208
282,159
283,187
284,209
285,200
286,164
287,202
288,173
289,203
290,248
291,220
292,160
293,162
294,215
295,229
296,188
297,168
298,224
299,204
300,204
301,157
302,222
303,279
304,183
305,253
306,199
307,222
308,221
309,172
310,211
311,254
312,169
313,264
314,170
315,269
316,214
317,223
318,195
319,262
320,177
321,171
322,221
323,281
324,166
325,218
326,239
327,185
328,218
329,286
330,174
331,228
332,177
333,255
334,175
335,224
336,212
337,216
338,182
339,280
340,272
341,269
342,276
343,277
344,183
345,180
346,268
347,275
348,240
349,231
350,259
351,249
352,260
353,241
354,180
355,288
356,205
357,179
358,284
359,277
360,178
361,225
362,279
363,250
364,291
365,192
366,210
367,181
368,261
369,290
370,292
371,282
372,274
373,242
374,296
375,273
376,271
377,254
378,243
379,251
380,233
381,257
382,237
383,288
384,252
385,260
386,225
387,216
388,274
389,297
390,312
391,264
392,321
393,230
394,302
395,256
396,258
397,246
398,248
399,263
400,247
401,284
402,227
403,234
404,226
405,249
406,280
407,326
408,313
409,338
410,251
411,319
412,239
413,331
414,282
415,326
416,244
417,298
418,311
419,263
420,266
421,261
422,262
423,328
424,300
425,286
426,301
427,251
428,285
429,329
430,340
431,325
432,314
433,256
434,289
435,238
436,257
437,301
438,265
439,300
440,295
441,296
442,278
443,353
444,247
445,341
446,265
447,334
448,324
449,283
450,287
451,270
452,267
453,304
454,303
455,358
456,306
457,283
458,299
459,270
460,359
461,365
462,344
463,304
464,354
465,289
466,336
467,324
468,332
469,339
470,329
471,346
472,293
473,309
474,368
475,384
476,305
477,307
478,360
479,308
480,291
481,292
482,303
483,312
484,310
485,389
486,377
487,377
488,369
489,333
490,294
491,358
492,314
493,350
494,349
495,308
496,330
497,316
498,380
499,396
500,337
501,320
502,379
503,335
504,331
505,355
506,367
507,317
508,352
509,392
510,383
511,351
512,322
513,427
514,317
515,306
516,402
517,315
518,372
519,375
520,364
521,316
522,385
523,325
524,406
525,399
526,422
527,469
528,436
529,356
530,431
531,403
532,318
533,320
534,363
535,439
536,440
537,437
538,362
539,396
540,473
541,408
542,318
543,386
544,423
545,373
546,327
547,366
548,423
549,457
550,442
551,460
552,440
553,334
554,410
555,449
556,425
557,409
558,390
559,323
560,374
561,456
562,408
563,424
564,321
565,450
566,362
567,476
568,478
569,337
570,432
571,333
572,459
573,369
574,398
575,446
576,478
577,413
578,479
579,415
580,461
581,477
582,447
583,409
584,417
585,504
586,493
587,464
588,488
589,465
590,463
591,463
592,490
593,461
594,487
595,342
596,460
597,490
598,381
599,424
600,429
601,414
602,515
603,415
604,345
605,451
606,506
607,497
608,494
609,495
610,512
611,514
612,510
613,509
614,500
615,498
616,516
617,518
618,529
619,532
620,511
621,533
622,497
623,417
624,346
625,453
626,435
627,527
628,439
629,355
630,492
631,343
632,384
633,426
634,348
635,467
636,513
637,357
638,512
639,361
640,524
641,519
642,347
643,510
644,525
645,430
646,441
647,517
648,520
649,536
650,534
651,539
652,471
653,474
654,474
655,475
656,435
657,538
658,567
659,518
660,364
661,539
662,471
663,523
664,371
665,482
666,521
667,361
668,370
669,526
670,536
671,554
672,437
673,347
674,445
675,578
676,583
677,458
678,523
679,544
680,551
681,572
682,568
683,540
684,473
685,574
686,379
687,455
688,376
689,372
690,378
691,366
692,480
693,476
694,546
695,594
696,576
697,397
698,499
699,466
700,378
701,462
702,494
703,383
704,549
705,416
706,483
707,489
708,480
709,552
710,465
711,565
712,548
713,486
714,382
715,569
716,503
717,496
718,537
719,577
720,491
721,576
722,481
723,542
724,553
725,586
726,550
727,382
728,571
729,488
730,555
731,526
732,393
733,560
734,388
735,543
736,481
737,387
738,575
739,398
740,597
741,602
742,557
743,531
744,561
745,541
746,586
747,411
748,399
749,601
750,418
751,544
752,573
753,610
754,624
755,605
756,394
757,485
758,564
759,599
760,504
761,545
762,545
763,588
764,391
765,579
766,535
767,400
768,616
769,529
770,421
771,562
772,505
773,581
774,548
775,600
776,669
777,609
778,635
779,395
780,394
781,501
782,431
783,507
784,530
785,421
786,395
787,559
788,535
789,562
790,563
791,547
792,555
793,551
794,558
795,405
796,433
797,443
798,412
799,405
800,444
801,468
802,402
803,401
804,400
805,410
806,404
807,412
808,582
809,508
810,566
811,641
812,558
813,434
814,419
815,407
816,445
817,554
818,446
819,443
820,567
821,566
822,578
823,570
824,420
825,425
826,454
827,470
828,565
829,448
830,441
831,556
832,575
833,580
834,452
835,577
836,438
837,566
838,429
839,584
840,428
841,448
842,447
843,598
844,614
845,441
846,556
847,592
848,585
849,596
850,472
851,585
852,615
853,430
854,569
855,581
856,584
857,620
858,623
859,619
860,615
861,627
862,621
863,593
864,525
865,607
866,484
867,587
868,618
869,633
870,563
871,608
872,635
873,596
874,572
875,489
876,589
877,623
878,628
879,573
880,634
881,502
882,617
883,624
884,632
885,588
886,594
887,639
888,490
889,631
890,626
891,592
892,629
893,590
