station,load,cycle_time
1,494,1000
2,839,1000
3,918,1000
4,941,1000
5,528,1000
6,931,1000
7,895,1000
8,554,1000
9,676,1000
10,568,1000
11,981,1000
12,751,1000
13,533,1000
14,533,1000
15,902,1000
16,811,1000
17,553,1000
18,613,1000
19,583,1000
20,437,1000
21,580,1000
22,710,1000
23,540,1000
24,495,1000
25,781,1000
26,957,1000
27,812,1000
28,388,1000
29,665,1000
30,474,1000
31,567,1000
32,985,1000
33,938,1000
34,469,1000
35,549,1000
36,512,1000
37,1000,1000
38,944,1000
39,739,1000
40,957,1000
41,535,1000
42,515,1000
43,969,1000
44,886,1000
45,666,1000
46,967,1000
47,982,1000
48,888,1000
49,931,1000
50,877,1000
51,809,1000
52,636,1000
53,518,1000
54,542,1000
55,918,1000
56,654,1000
57,697,1000
58,669,1000
59,805,1000
60,617,1000
61,539,1000
62,812,1000
63,596,1000
64,503,1000
65,513,1000
66,763,1000
67,848,1000
68,786,1000
69,635,1000
70,831,1000
71,971,1000
72,687,1000
73,854,1000
74,491,1000
75,586,1000
76,551,1000
77,632,1000
78,605,1000
79,656,1000
80,942,1000
81,570,1000
82,990,1000
83,921,1000
84,971,1000
85,558,1000
86,458,1000
87,973,1000
88,538,1000
89,996,1000
90,756,1000
91,636,1000
92,963,1000
93,738,1000
94,607,1000
95,500,1000
96,777,1000
97,794,1000
98,996,1000
99,516,1000
100,595,1000
101,955,1000
102,606,1000
103,972,1000
104,730,1000
105,561,1000
106,581,1000
107,622,1000
108,813,1000
109,992,1000
110,589,1000
111,584,1000
112,899,1000
113,596,1000
114,583,1000
115,545,1000
116,845,1000
117,956,1000
118,855,1000
119,890,1000
120,609,1000
121,974,1000
122,836,1000
123,881,1000
124,559,1000
125,560,1000
126,686,1000
127,825,1000
128,954,1000
129,956,1000
130,874,1000
131,933,1000
132,472,1000
133,713,1000
134,865,1000
135,617,1000
136,569,1000
137,440,1000
138,637,1000
139,789,1000
140,534,1000
141,620,1000
142,962,1000
143,741,1000
144,464,1000
145,659,1000
146,650,1000
147,668,1000
148,696,1000
149,881,1000
150,535,1000
151,838,1000
152,970,1000
153,983,1000
154,958,1000
155,432,1000
156,595,1000
157,805,1000
158,794,1000
159,794,1000
160,606,1000
161,950,1000
162,489,1000
163,1000,1000
164,944,1000
165,741,1000
166,988,1000
167,990,1000
168,863,1000
169,682,1000
170,975,1000
171,726,1000
172,730,1000
173,854,1000
174,973,1000
175,969,1000
176,986,1000
177,859,1000
178,876,1000
179,930,1000
180,912,1000
181,675,1000
182,925,1000
183,883,1000
184,574,1000
185,530,1000
186,543,1000
187,725,1000
188,392,1000
189,695,1000
190,351,1000
191,749,1000
192,977,1000
193,761,1000
194,538,1000
195,523,1000
196,562,1000
197,491,1000
198,511,1000
199,588,1000
200,560,1000
201,619,1000
202,487,1000
203,774,1000
204,850,1000
205,435,1000
206,731,1000
207,528,1000
208,643,1000
209,601,1000
210,940,1000
211,900,1000
212,489,1000
213,962,1000
214,829,1000
215,501,1000
216,954,1000
217,941,1000
218,995,1000
219,573,1000
220,584,1000
221,875,1000
222,847,1000
223,636,1000
224,743,1000
225,803,1000
226,483,1000
227,607,1000
228,655,1000
229,564,1000
230,575,1000
231,544,1000
232,689,1000
233,633,1000
234,653,1000
235,617,1000
236,392,1000
237,702,1000
238,957,1000
239,956,1000
240,526,1000
241,524,1000
242,544,1000
243,474,1000
244,699,1000
245,666,1000
246,575,1000
247,972,1000
248,685,1000
249,973,1000
250,718,1000
251,971,1000
252,589,1000
253,628,1000
254,710,1000
255,589,1000
256,960,1000
257,973,1000
258,647,1000
259,628,1000
260,988,1000
261,923,1000
262,921,1000
263,787,1000
264,874,1000
