station,load,cycle_time
1,538,1000
2,791,1000
3,813,1000
4,952,1000
5,970,1000
6,759,1000
7,984,1000
8,793,1000
9,780,1000
10,974,1000
11,909,1000
12,951,1000
13,675,1000
14,798,1000
15,794,1000
16,977,1000
17,951,1000
18,996,1000
19,519,1000
20,967,1000
21,831,1000
22,908,1000
23,786,1000
24,885,1000
25,899,1000
26,998,1000
27,917,1000
28,769,1000
29,834,1000
30,824,1000
31,765,1000
32,829,1000
33,929,1000
34,972,1000
35,801,1000
36,796,1000
37,923,1000
38,826,1000
39,968,1000
40,657,1000
41,873,1000
42,728,1000
43,694,1000
44,740,1000
45,530,1000
46,626,1000
47,990,1000
48,795,1000
49,664,1000
50,936,1000
51,752,1000
52,899,1000
53,905,1000
54,799,1000
55,829,1000
56,945,1000
57,997,1000
58,772,1000
59,780,1000
60,820,1000
61,977,1000
62,960,1000
63,848,1000
64,767,1000
65,777,1000
66,980,1000
67,887,1000
68,773,1000
69,842,1000
70,887,1000
71,834,1000
72,989,1000
73,908,1000
74,670,1000
75,985,1000
76,937,1000
77,768,1000
78,967,1000
79,748,1000
80,996,1000
81,957,1000
82,949,1000
83,935,1000
84,576,1000
85,989,1000
86,482,1000
87,679,1000
88,983,1000
89,872,1000
90,995,1000
91,924,1000
92,986,1000
93,991,1000
94,841,1000
95,598,1000
96,961,1000
97,923,1000
98,684,1000
99,990,1000
100,579,1000
101,554,1000
102,734,1000
103,963,1000
104,953,1000
105,966,1000
106,934,1000
107,949,1000
108,799,1000
109,715,1000
110,613,1000
111,926,1000
112,951,1000
113,922,1000
114,910,1000
115,792,1000
116,994,1000
117,975,1000
118,874,1000
119,957,1000
120,892,1000
121,890,1000
122,817,1000
123,919,1000
124,896,1000
125,988,1000
126,880,1000
127,628,1000
128,949,1000
129,930,1000
130,804,1000
131,937,1000
132,954,1000
133,980,1000
134,797,1000
135,960,1000
136,982,1000
137,643,1000
138,956,1000
139,936,1000
140,966,1000
141,986,1000
142,636,1000
143,933,1000
144,920,1000
145,668,1000
146,812,1000
147,668,1000
148,837,1000
149,798,1000
150,809,1000
151,873,1000
152,916,1000
153,787,1000
154,472,1000
155,975,1000
156,765,1000
157,948,1000
158,860,1000
159,866,1000
160,974,1000
161,486,1000
162,916,1000
163,882,1000
164,941,1000
165,944,1000
166,973,1000
167,973,1000
168,842,1000
169,944,1000
170,957,1000
171,894,1000
172,975,1000
173,811,1000
174,929,1000
175,868,1000
176,928,1000
177,985,1000
178,969,1000
179,944,1000
180,924,1000
181,919,1000
182,993,1000
183,828,1000
184,956,1000
185,535,1000
186,910,1000
187,807,1000
188,830,1000
189,709,1000
190,860,1000
191,856,1000
192,830,1000
193,859,1000
194,993,1000
195,940,1000
196,872,1000
197,640,1000
198,976,1000
199,794,1000
200,864,1000
201,815,1000
202,867,1000
203,856,1000
204,972,1000
205,708,1000
206,873,1000
207,779,1000
208,1000,1000
209,906,1000
210,817,1000
211,925,1000
212,886,1000
213,995,1000
214,561,1000
215,868,1000
216,510,1000
217,750,1000
218,811,1000
219,805,1000
220,997,1000
221,996,1000
222,760,1000
223,977,1000
224,968,1000
225,948,1000
226,968,1000
227,857,1000
228,717,1000
229,998,1000
230,988,1000
231,968,1000
232,578,1000
233,506,1000
234,937,1000
235,891,1000
236,990,1000
237,691,1000
238,872,1000
239,826,1000
240,505,1000
241,997,1000
242,785,1000
243,990,1000
244,834,1000
245,910,1000
246,912,1000
247,966,1000
248,965,1000
249,811,1000
250,897,1000
251,992,1000
252,566,1000
253,761,1000
254,935,1000
255,976,1000
256,805,1000
257,926,1000
258,953,1000
259,919,1000
260,975,1000
261,941,1000
262,986,1000
263,759,1000
264,476,1000
