station,load,cycle_time
1,927,1000
2,954,1000
3,944,1000
4,779,1000
5,960,1000
6,806,1000
7,935,1000
8,991,1000
9,937,1000
10,944,1000
11,964,1000
12,943,1000
13,960,1000
14,950,1000
15,974,1000
16,973,1000
17,995,1000
18,954,1000
19,925,1000
20,845,1000
21,933,1000
22,963,1000
23,866,1000
24,946,1000
25,954,1000
26,955,1000
27,920,1000
28,983,1000
29,971,1000
30,984,1000
31,985,1000
32,904,1000
33,855,1000
34,890,1000
35,939,1000
36,984,1000
37,705,1000
38,921,1000
39,871,1000
40,983,1000
41,949,1000
42,924,1000
43,906,1000
44,827,1000
45,980,1000
46,830,1000
47,942,1000
48,970,1000
49,986,1000
50,966,1000
51,898,1000
52,911,1000
53,976,1000
54,898,1000
55,989,1000
56,943,1000
57,926,1000
58,765,1000
59,902,1000
60,867,1000
61,992,1000
62,989,1000
63,997,1000
64,795,1000
65,860,1000
66,950,1000
67,899,1000
68,980,1000
69,859,1000
70,962,1000
71,917,1000
72,960,1000
73,901,1000
74,957,1000
75,998,1000
76,984,1000
77,977,1000
78,998,1000
79,991,1000
80,995,1000
81,929,1000
82,920,1000
83,961,1000
84,938,1000
85,888,1000
86,993,1000
87,983,1000
88,999,1000
89,960,1000
90,863,1000
91,936,1000
92,870,1000
93,944,1000
94,959,1000
95,912,1000
96,981,1000
97,929,1000
98,964,1000
99,1000,1000
100,922,1000
101,973,1000
102,895,1000
103,961,1000
104,977,1000
105,974,1000
106,871,1000
107,903,1000
108,893,1000
109,807,1000
110,837,1000
111,985,1000
112,848,1000
113,926,1000
114,926,1000
115,961,1000
116,979,1000
117,994,1000
118,873,1000
119,764,1000
120,935,1000
121,918,1000
122,948,1000
123,796,1000
124,922,1000
125,937,1000
126,922,1000
127,879,1000
128,851,1000
129,959,1000
130,990,1000
131,897,1000
132,908,1000
133,918,1000
134,825,1000
135,966,1000
136,960,1000
137,860,1000
138,931,1000
139,986,1000
140,954,1000
141,856,1000
