task,station
1,6
2,8
3,5
4,1
5,6
6,1
7,6
8,2
9,1
10,14
11,1
12,8
13,1
14,10
15,3
16,1
17,11
18,7
19,4
20,1
21,3
22,2
23,5
24,11
25,11
26,8
27,15
28,7
29,14
30,9
31,3
32,8
33,15
34,4
35,19
36,7
37,15
38,2
39,4
40,5
41,6
42,2
43,6
44,6
45,2
46,5
47,3
48,7
49,13
50,12
51,3
52,8
53,17
54,7
55,16
56,12
57,9
58,9
59,7
60,2
61,2
62,10
63,7
64,9
65,5
66,4
67,13
68,10
69,19
70,7
71,17
72,10
73,10
74,13
75,14
76,4
77,7
78,3
79,4
80,11
81,13
82,24
83,12
84,11
85,11
86,9
87,12
88,25
89,16
90,12
91,10
92,20
93,19
94,22
95,25
96,5
97,16
98,7
99,6
100,5
101,13
102,8
103,12
104,17
105,16
106,18
107,15
108,14
109,15
110,17
111,13
112,14
113,13
114,14
115,12
116,12
117,32
118,10
119,18
120,9
121,8
122,27
123,23
124,13
125,21
126,9
127,28
128,18
129,33
130,44
131,26
132,19
133,13
134,18
135,15
136,14
137,16
138,23
139,20
140,27
141,29
142,14
143,10
144,27
145,25
146,25
147,20
148,32
149,18
150,25
151,26
152,21
153,16
154,16
155,31
156,20
157,20
158,16
159,17
160,40
161,17
162,23
163,32
164,21
165,26
166,26
167,21
168,34
169,19
170,21
171,32
172,18
173,22
174,26
175,25
176,26
177,24
178,41
179,34
180,21
181,34
182,20
183,31
184,37
185,36
186,29
187,22
188,27
189,27
190,23
191,25
192,29
193,30
194,42
195,28
196,22
197,32
198,24
199,38
200,27
201,42
202,23
203,44
204,24
205,35
206,40
207,38
208,38
209,22
210,29
211,43
212,23
213,44
214,35
215,45
216,39
217,28
218,45
219,42
220,25
221,41
222,47
223,31
224,42
225,28
226,39
227,30
228,35
229,32
230,41
231,31
232,45
233,46
234,47
235,29
236,41
237,29
238,29
239,42
240,39
241,40
242,45
243,32
244,27
245,57
246,32
247,54
248,45
249,46
250,50
251,44
252,30
253,28
254,37
255,37
256,43
257,49
258,48
259,49
260,31
261,33
262,44
263,32
264,34
265,39
266,31
267,33
268,36
269,45
270,34
271,62
272,34
273,54
274,49
275,35
276,38
277,43
278,37
279,30
280,40
281,38
282,42
283,36
284,40
285,62
286,33
287,46
288,69
289,49
290,34
291,46
292,41
293,42
294,43
295,57
296,38
297,31
298,65
299,52
300,37
301,45
302,44
303,49
304,44
305,69
306,70
307,47
308,39
309,36
310,43
311,38
312,43
313,62
314,72
315,44
316,37
317,43
318,47
319,50
320,51
321,58
322,47
323,46
324,46
325,49
326,50
327,47
328,47
329,40
330,47
331,39
332,48
333,40
334,53
335,70
336,42
337,51
338,57
339,73
340,37
341,52
342,59
343,79
344,51
345,57
346,49
347,71
348,54
349,48
350,50
351,75
352,56
353,37
354,49
355,79
356,75
357,76
358,48
359,55
360,51
361,52
362,53
363,50
364,77
365,51
366,60
367,56
368,55
369,54
370,63
371,51
372,57
373,52
374,55
375,54
376,79
377,59
378,80
379,48
380,48
381,47
382,61
383,63
384,56
385,58
386,53
387,52
388,59
389,53
390,56
391,55
392,76
393,57
394,70
395,58
396,54
397,50
398,61
399,58
400,60
401,58
402,51
403,52
404,63
405,59
406,53
407,56
408,54
409,79
410,56
411,59
412,55
413,57
414,63
415,54
416,58
417,61
418,61
419,53
420,80
421,60
422,79
423,64
424,54
425,62
426,56
427,63
428,62
429,67
430,65
431,58
432,59
433,76
434,71
435,65
436,64
437,62
438,61
439,66
440,59
441,63
442,70
443,76
444,75
445,65
446,59
447,64
448,55
449,68
450,67
451,80
452,72
453,56
454,65
455,62
456,62
457,79
458,62
459,66
460,64
461,71
462,72
463,68
464,72
465,77
466,76
467,66
468,67
469,65
470,79
471,65
472,65
473,74
474,74
475,65
476,62
477,81
478,69
479,64
480,77
481,63
482,75
483,73
484,68
485,69
486,75
487,84
488,68
489,87
490,75
491,75
492,69
493,66
494,82
495,78
496,81
497,81
498,69
499,71
500,71
501,67
502,67
503,82
504,83
505,77
506,72
507,63
508,92
509,87
510,87
511,88
512,87
513,67
514,69
515,76
516,80
517,88
518,71
519,68
520,74
521,75
522,77
523,69
524,83
525,68
526,86
527,77
528,72
529,73
530,89
531,74
532,81
533,89
534,78
535,79
536,73
537,92
538,74
539,88
540,71
541,89
542,80
543,76
544,89
545,94
546,71
547,75
548,73
549,89
550,81
551,78
552,76
553,78
554,90
555,80
556,83
557,94
558,80
559,76
560,91
561,83
562,78
563,74
564,90
565,95
566,91
567,92
568,93
569,90
570,95
571,92
572,91
573,92
574,82
575,81
576,85
577,83
578,82
579,90
580,82
581,87
582,83
583,79
584,82
585,92
586,94
587,92
588,86
589,83
590,85
591,83
592,87
593,92
594,84
595,86
596,92
597,84
598,91
599,87
600,92
601,91
602,95
603,88
604,88
605,85
606,88
607,93
608,94
609,95
610,90
611,88
612,91
613,93
614,93
615,84
616,92
617,93
618,100
619,86
620,97
621,97
622,92
623,93
624,86
625,94
626,92
627,85
628,95
629,91
630,89
631,94
632,94
633,97
634,96
635,86
636,98
637,98
638,96
639,96
640,87
641,89
642,99
643,97
644,100
645,86
646,96
647,97
648,100
649,96
650,99
651,88
652,98
653,101
654,111
655,91
656,100
657,96
658,96
659,101
660,100
661,103
662,100
663,90
664,99
665,98
666,100
667,101
668,101
669,97
670,98
671,99
672,97
673,102
674,100
675,111
676,113
677,101
678,117
679,99
680,105
681,101
682,100
683,101
684,89
685,104
686,106
687,104
688,102
689,103
690,117
691,99
692,104
693,106
694,97
695,100
696,99
697,115
698,101
699,99
700,106
701,99
702,105
703,101
704,103
705,116
706,103
707,104
708,131
709,103
710,104
711,103
712,103
713,104
714,119
715,107
716,136
717,118
718,102
719,100
720,106
721,108
722,106
723,105
724,104
725,121
726,116
727,131
728,101
729,121
730,106
731,136
732,105
733,123
734,108
735,118
736,105
737,103
738,108
739,107
740,102
741,125
742,122
743,124
744,107
745,105
746,107
747,107
748,111
749,107
750,125
751,108
752,125
753,110
754,109
755,127
756,110
757,107
758,126
759,126
760,119
761,107
762,109
763,124
764,108
765,108
766,102
767,109
768,124
769,111
770,115
771,113
772,111
773,125
774,124
775,127
776,110
777,126
778,115
779,107
780,111
781,109
782,115
783,128
784,111
785,129
786,127
787,112
788,119
789,116
790,109
791,115
792,118
793,107
794,125
795,113
796,113
797,127
798,132
799,127
800,128
801,108
802,114
803,117
804,125
805,128
806,109
807,110
808,128
809,132
810,130
811,118
812,126
813,114
814,133
815,130
816,132
817,110
818,114
819,120
820,109
821,111
822,112
823,126
824,130
825,120
826,128
827,118
828,113
829,134
830,118
831,109
832,111
833,131
834,138
835,137
836,136
837,136
838,132
839,131
840,128
841,133
842,127
843,132
844,133
845,134
846,131
847,113
848,110
849,135
850,117
851,114
852,133
853,130
854,111
855,136
856,134
857,137
858,112
859,132
860,133
861,118
862,140
863,140
864,136
865,129
866,129
867,129
868,134
869,115
870,112
871,133
872,132
873,113
874,137
875,112
876,137
877,129
878,129
879,140
880,133
881,139
882,133
883,121
884,143
885,120
886,136
887,117
888,112
889,135
890,113
891,137
892,130
893,136
894,139
895,140
896,130
897,115
898,114
899,139
900,141
901,139
902,130
903,134
904,135
905,133
906,117
907,114
908,120
909,125
910,119
911,117
912,140
913,137
914,140
915,131
916,141
917,135
918,123
919,119
920,116
921,132
922,120
923,145
924,137
925,125
926,121
927,141
928,141
929,143
930,142
931,135
932,142
933,135
934,122
935,132
936,145
937,145
938,120
939,143
940,123
941,135
942,141
943,139
944,119
945,120
946,144
947,120
948,119
949,131
950,138
951,144
952,130
953,121
954,122
955,122
956,123
957,122
958,121
959,123
960,121
961,143
962,143
963,142
964,122
965,143
966,123
967,142
968,138
969,121
970,137
971,122
972,145
973,135
974,124
975,138
976,138
977,144
978,138
979,141
980,142
981,142
982,143
983,145
984,145
985,144
986,145
987,144
988,144
989,145
990,123
991,141
992,125
993,123
994,123
995,143
996,122
997,140
998,138
999,145
1000,124
