task,station
1,4
2,5
3,1
4,3
5,2
6,3
7,2
8,3
9,5
10,1
11,1
12,9
13,4
14,1
15,2
16,2
17,1
18,1
19,3
20,1
21,6
22,6
23,7
24,3
25,5
26,8
27,3
28,1
29,10
30,2
31,6
32,4
33,5
34,11
35,13
36,4
37,9
38,6
39,4
40,4
41,7
42,2
43,13
44,3
45,7
46,2
47,5
48,10
49,7
50,3
51,9
52,6
53,8
54,9
55,14
56,13
57,14
58,8
59,7
60,8
61,11
62,4
63,6
64,8
65,14
66,12
67,12
68,11
69,13
70,10
71,7
72,15
73,12
74,9
75,14
76,12
77,15
78,15
79,4
80,13
81,10
82,9
83,17
84,16
85,14
86,12
87,10
88,15
89,10
90,13
91,15
92,18
93,11
94,13
95,15
96,16
97,16
98,20
99,18
100,21
101,16
102,16
103,15
104,14
105,4
106,16
107,11
108,14
109,13
110,17
111,17
112,17
113,14
114,17
115,22
116,19
117,17
118,22
119,15
120,16
121,18
122,25
123,21
124,5
125,19
126,20
127,27
128,30
129,15
130,14
131,18
132,22
133,19
134,19
135,19
136,24
137,23
138,5
139,22
140,18
141,8
142,17
143,21
144,31
145,26
146,21
147,22
148,27
149,33
150,20
151,12
152,46
153,21
154,18
155,30
156,25
157,27
158,28
159,23
160,19
161,27
162,31
163,23
164,20
165,24
166,24
167,23
168,33
169,23
170,30
171,22
172,23
173,25
174,27
175,28
176,25
177,32
178,26
179,32
180,29
181,20
182,28
183,29
184,35
185,30
186,35
187,26
188,34
189,20
190,26
191,34
192,20
193,30
194,27
195,38
196,24
197,25
198,32
199,29
200,32
201,31
202,32
203,28
204,33
205,36
206,28
207,21
208,42
209,34
210,34
211,24
212,36
213,40
214,39
215,33
216,28
217,29
218,27
219,33
220,34
221,41
222,37
223,36
224,35
225,44
226,30
227,30
228,39
229,32
230,47
231,44
232,22
233,32
234,41
235,37
236,36
237,31
238,48
239,22
240,46
241,33
242,37
243,39
244,52
245,34
246,31
247,46
248,23
249,43
250,35
251,33
252,50
253,40
254,48
255,40
256,49
257,35
258,37
259,50
260,40
261,52
262,35
263,41
264,37
265,38
266,46
267,37
268,25
269,35
270,38
271,49
272,36
273,39
274,39
275,41
276,42
277,43
278,39
279,40
280,47
281,42
282,38
283,38
284,41
285,42
286,54
287,39
288,26
289,28
290,36
291,37
292,42
293,41
294,48
295,40
296,54
297,54
298,27
299,29
300,39
301,41
302,44
303,39
304,50
305,45
306,44
307,29
308,41
309,29
310,43
311,55
312,47
313,42
314,44
315,43
316,49
317,56
318,50
319,46
320,60
321,30
322,56
323,45
324,42
325,51
326,44
327,41
328,63
329,57
330,50
331,56
332,48
333,43
334,45
335,58
336,45
337,47
338,58
339,54
340,50
341,61
342,49
343,47
344,46
345,47
346,50
347,61
348,58
349,63
350,59
351,51
352,51
353,53
354,54
355,58
356,48
357,62
358,48
359,63
360,47
361,53
362,60
363,55
364,61
365,63
366,49
367,59
368,53
369,52
370,55
371,64
372,62
373,58
374,51
375,62
376,56
377,65
378,67
379,50
380,51
381,55
382,63
383,48
384,53
385,51
386,62
387,56
388,66
389,59
390,57
391,67
392,52
393,53
394,64
395,59
396,65
397,52
398,63
399,51
400,60
401,55
402,63
403,53
404,54
405,55
406,52
407,53
408,58
409,53
410,54
411,56
412,55
413,68
414,55
415,64
416,61
417,60
418,64
419,60
420,56
421,57
422,60
423,59
424,60
425,55
426,71
427,68
428,75
429,69
430,70
431,68
432,72
433,73
434,69
435,69
436,72
437,69
438,72
439,64
440,57
441,57
442,62
443,58
444,59
445,56
446,54
447,70
448,59
449,64
450,57
451,81
452,76
453,63
454,77
455,57
456,64
457,74
458,69
459,75
460,78
461,71
462,73
463,73
464,65
465,71
466,75
467,76
468,71
469,65
470,68
471,77
472,58
473,76
474,83
475,73
476,82
477,73
478,66
479,82
480,64
481,82
482,66
483,77
484,74
485,59
486,67
487,66
488,87
489,77
490,67
491,73
492,66
493,69
494,77
495,85
496,77
497,69
498,85
499,59
500,78
501,80
502,74
503,72
504,77
505,88
506,73
507,86
508,75
509,69
510,70
511,78
512,68
513,86
514,70
515,71
516,81
517,78
518,78
519,70
520,78
521,93
522,68
523,61
524,79
525,62
526,81
527,80
528,74
529,71
530,79
531,86
532,90
533,88
534,70
535,78
536,76
537,86
538,80
539,89
540,79
541,82
542,88
543,67
544,80
545,87
546,84
547,89
548,80
549,78
550,74
551,83
552,87
553,84
554,82
555,90
556,90
557,84
558,88
559,86
560,68
561,91
562,81
563,82
564,75
565,79
566,76
567,82
568,74
569,85
570,87
571,79
572,88
573,88
574,83
575,95
576,77
577,95
578,83
579,87
580,91
581,82
582,80
583,85
584,90
585,90
586,84
587,69
588,75
589,87
590,88
591,88
592,89
593,90
594,88
595,91
596,80
597,90
598,88
599,84
600,96
601,96
602,87
603,81
604,83
605,83
606,91
607,81
608,93
609,84
610,96
611,92
612,91
613,82
614,97
615,96
616,94
617,89
618,92
619,97
620,91
621,85
622,83
623,96
624,94
625,92
626,92
627,83
628,89
629,98
630,97
631,95
632,87
633,91
634,92
635,93
636,85
637,92
638,89
639,94
640,95
641,93
642,97
643,98
644,95
645,89
646,97
647,98
648,99
649,98
650,98
651,98
652,98
653,100
654,107
655,99
656,87
657,93
658,93
659,94
660,92
661,93
662,92
663,95
664,98
665,105
666,102
667,100
668,101
669,99
670,99
671,101
672,100
673,102
674,99
675,100
676,100
677,98
678,103
679,100
680,94
681,94
682,96
683,104
684,95
685,107
686,95
687,95
688,93
689,105
690,101
691,95
692,106
693,104
694,107
695,103
696,107
697,103
698,107
699,102
700,103
701,102
702,101
703,104
704,97
705,103
706,94
707,109
708,108
709,115
710,106
711,105
712,108
713,109
714,114
715,106
716,107
717,112
718,107
719,105
720,105
721,109
722,107
723,105
724,106
725,105
726,106
727,109
728,101
729,103
730,106
731,104
732,101
733,108
734,111
735,108
736,111
737,104
738,107
739,109
740,110
741,109
742,110
743,108
744,109
745,108
746,121
747,116
748,102
749,115
750,110
751,113
752,110
753,116
754,110
755,112
756,118
757,113
758,111
759,118
760,112
761,116
762,108
763,111
764,111
765,113
766,112
767,117
768,118
769,116
770,109
771,111
772,110
773,119
774,118
775,115
776,113
777,120
778,121
779,111
780,113
781,117
