task,station
1,2
2,2
3,4
4,1
5,8
6,13
7,6
8,3
9,5
10,3
11,13
12,1
13,2
14,6
15,12
16,2
17,7
18,15
19,8
20,1
21,5
22,10
23,11
24,7
25,16
26,8
27,8
28,16
29,4
30,23
31,7
32,16
33,26
34,11
35,24
36,12
37,10
38,19
39,3
40,14
41,2
42,3
43,2
44,33
45,25
46,6
47,25
48,36
49,10
50,15
51,27
52,23
53,13
54,30
55,19
56,47
57,3
58,27
59,9
60,24
61,19
62,12
63,18
64,4
65,35
66,5
67,9
68,37
69,51
70,29
71,6
72,52
73,11
74,21
75,25
76,32
77,7
78,33
79,32
80,15
81,24
82,37
83,10
84,11
85,52
86,22
87,36
88,24
89,11
90,16
91,56
92,61
93,53
94,56
95,18
96,40
97,38
98,54
99,44
100,31
101,51
102,37
103,42
104,28
105,34
106,14
107,30
108,17
109,24
110,60
111,33
112,49
113,36
114,36
115,30
116,37
117,44
118,15
119,53
120,61
121,38
122,58
123,46
124,41
125,45
126,37
127,36
128,23
129,63
130,17
131,18
132,47
133,48
134,34
135,55
136,55
137,49
138,63
139,15
140,38
141,68
142,37
143,33
144,46
145,25
146,22
147,42
148,57
149,60
150,69
151,15
152,22
153,22
154,45
155,62
156,35
157,40
158,21
159,71
160,42
161,39
162,29
163,68
164,51
165,20
166,40
167,65
168,44
169,26
170,64
171,51
172,56
173,31
174,54
175,51
176,39
177,71
178,65
179,40
180,41
181,59
182,66
183,69
184,71
185,51
186,54
187,64
188,65
189,64
190,53
191,52
192,33
193,39
194,32
195,79
196,73
197,72
198,77
199,71
200,85
201,73
202,46
203,47
204,67
205,42
206,60
207,46
208,43
209,42
210,83
211,54
212,38
213,73
214,66
215,43
216,48
217,77
218,90
219,57
220,48
221,79
222,73
223,76
224,73
225,49
226,58
227,62
228,85
229,74
230,42
231,46
232,79
233,78
234,84
235,78
236,81
237,87
238,78
239,48
240,81
241,50
242,56
243,76
244,77
245,76
246,51
247,81
248,50
249,82
250,76
251,51
252,87
253,83
254,87
255,50
256,85
257,79
258,86
259,52
260,78
261,82
262,63
263,83
264,52
265,85
266,77
267,53
268,93
