station,load,cycle_time
1,481,1000
2,615,1000
3,863,1000
4,578,1000
5,973,1000
6,464,1000
7,569,1000
8,915,1000
9,969,1000
10,757,1000
11,850,1000
12,523,1000
13,619,1000
14,504,1000
15,576,1000
16,997,1000
17,478,1000
18,615,1000
19,603,1000
20,717,1000
21,882,1000
22,964,1000
23,696,1000
24,897,1000
25,503,1000
26,984,1000
27,750,1000
28,527,1000
29,496,1000
30,924,1000
31,752,1000
32,862,1000
33,657,1000
34,530,1000
35,983,1000
36,982,1000
37,620,1000
38,504,1000
39,956,1000
40,720,1000
41,668,1000
42,875,1000
43,659,1000
44,458,1000
45,628,1000
46,886,1000
47,890,1000
48,999,1000
49,769,1000
50,905,1000
51,815,1000
52,869,1000
53,989,1000
54,723,1000
55,756,1000
56,947,1000
57,417,1000
58,598,1000
59,929,1000
60,951,1000
61,720,1000
62,787,1000
63,545,1000
64,590,1000
65,552,1000
66,825,1000
67,963,1000
68,907,1000
69,650,1000
70,600,1000
71,771,1000
72,438,1000
73,594,1000
74,777,1000
75,932,1000
76,950,1000
77,533,1000
78,583,1000
79,583,1000
80,903,1000
81,698,1000
82,531,1000
83,609,1000
84,981,1000
85,889,1000
86,913,1000
87,971,1000
88,775,1000
89,367,1000
90,707,1000
91,722,1000
92,911,1000
93,831,1000
94,739,1000
95,654,1000
96,552,1000
97,600,1000
98,716,1000
99,963,1000
100,594,1000
101,847,1000
102,841,1000
103,961,1000
104,876,1000
105,859,1000
106,886,1000
107,932,1000
108,933,1000
109,929,1000
110,402,1000
111,668,1000
112,968,1000
113,917,1000
114,543,1000
115,796,1000
116,903,1000
117,603,1000
118,489,1000
119,719,1000
120,1000,1000
121,841,1000
122,921,1000
123,949,1000
124,555,1000
125,943,1000
126,601,1000
127,595,1000
128,579,1000
129,710,1000
130,597,1000
131,758,1000
132,613,1000
133,650,1000
134,874,1000
135,844,1000
136,831,1000
137,931,1000
138,519,1000
139,900,1000
140,553,1000
141,647,1000
142,481,1000
143,989,1000
144,912,1000
145,540,1000
146,683,1000
147,779,1000
148,768,1000
149,478,1000
150,603,1000
151,866,1000
152,608,1000
153,896,1000
154,521,1000
155,540,1000
156,551,1000
157,915,1000
158,993,1000
159,781,1000
160,879,1000
161,568,1000
162,937,1000
163,564,1000
164,765,1000
165,595,1000
166,818,1000
167,936,1000
168,912,1000
169,861,1000
170,812,1000
171,515,1000
172,903,1000
173,694,1000
174,556,1000
175,812,1000
176,611,1000
177,439,1000
178,992,1000
179,481,1000
180,580,1000
181,511,1000
182,919,1000
183,479,1000
184,550,1000
185,487,1000
186,777,1000
187,739,1000
188,653,1000
189,438,1000
190,605,1000
191,570,1000
192,431,1000
193,645,1000
194,412,1000
195,949,1000
196,750,1000
197,900,1000
198,595,1000
199,545,1000
200,902,1000
201,577,1000
202,949,1000
203,651,1000
204,592,1000
205,797,1000
206,634,1000
207,435,1000
208,584,1000
209,715,1000
210,829,1000
211,633,1000
212,535,1000
213,589,1000
214,962,1000
215,581,1000
216,1000,1000
217,950,1000
218,850,1000
219,674,1000
220,721,1000
221,887,1000
222,942,1000
223,962,1000
224,331,1000
225,771,1000
226,602,1000
227,580,1000
228,726,1000
229,668,1000
230,922,1000
231,941,1000
232,921,1000
233,941,1000
234,948,1000
235,964,1000
236,972,1000
237,879,1000
238,680,1000
239,950,1000
240,592,1000
241,563,1000
242,917,1000
243,457,1000
244,684,1000
245,901,1000
246,591,1000
247,959,1000
248,603,1000
249,930,1000
250,789,1000
251,939,1000
252,543,1000
253,610,1000
254,943,1000
255,607,1000
256,889,1000
257,579,1000
258,552,1000
259,522,1000
260,978,1000
261,254,1000
262,844,1000
263,531,1000
264,496,1000
265,638,1000
266,905,1000
267,539,1000
268,924,1000
269,926,1000
270,953,1000
271,949,1000
272,947,1000
273,891,1000
274,595,1000
275,892,1000
276,689,1000
277,911,1000
278,330,1000
279,692,1000
280,768,1000
281,923,1000
282,586,1000
283,961,1000
284,908,1000
285,951,1000
286,676,1000
287,628,1000
288,653,1000
289,782,1000
290,596,1000
291,572,1000
292,703,1000
293,676,1000
294,875,1000
295,992,1000
296,991,1000
297,473,1000
298,892,1000
299,586,1000
300,620,1000
301,470,1000
302,564,1000
303,486,1000
304,795,1000
305,984,1000
306,887,1000
307,778,1000
308,665,1000
309,546,1000
310,797,1000
311,964,1000
312,824,1000
313,961,1000
314,486,1000
315,554,1000
316,616,1000
317,557,1000
318,999,1000
319,961,1000
320,530,1000
321,663,1000
322,876,1000
323,727,1000
324,779,1000
325,857,1000
326,996,1000
327,558,1000
328,596,1000
329,976,1000
330,496,1000
331,535,1000
332,957,1000
333,899,1000
334,507,1000
335,719,1000
336,404,1000
337,679,1000
338,465,1000
339,660,1000
340,578,1000
341,948,1000
342,532,1000
343,933,1000
344,589,1000
345,519,1000
346,647,1000
347,465,1000
348,826,1000
349,684,1000
350,963,1000
351,734,1000
352,494,1000
353,617,1000
354,575,1000
355,520,1000
356,690,1000
357,893,1000
358,906,1000
359,788,1000
360,636,1000
361,965,1000
362,587,1000
363,877,1000
364,981,1000
365,568,1000
366,715,1000
367,958,1000
368,826,1000
