station,load,cycle_time
1,798,1000
2,954,1000
3,855,1000
4,912,1000
5,592,1000
6,822,1000
7,850,1000
8,808,1000
9,953,1000
10,805,1000
11,852,1000
12,879,1000
13,907,1000
14,946,1000
15,979,1000
16,899,1000
17,896,1000
18,911,1000
19,750,1000
20,879,1000
21,763,1000
22,956,1000
23,913,1000
24,712,1000
25,736,1000
26,974,1000
27,849,1000
28,550,1000
29,990,1000
30,973,1000
31,649,1000
32,715,1000
33,865,1000
34,689,1000
35,993,1000
36,873,1000
37,956,1000
38,941,1000
39,933,1000
40,849,1000
41,845,1000
42,904,1000
43,608,1000
44,969,1000
45,964,1000
46,760,1000
47,723,1000
48,879,1000
49,805,1000
50,759,1000
51,934,1000
52,990,1000
53,568,1000
54,902,1000
55,778,1000
56,891,1000
57,859,1000
58,996,1000
59,979,1000
60,974,1000
61,839,1000
62,935,1000
63,799,1000
64,907,1000
65,953,1000
66,684,1000
67,528,1000
68,758,1000
69,742,1000
70,967,1000
71,940,1000
72,962,1000
73,816,1000
74,903,1000
75,888,1000
76,891,1000
77,691,1000
78,936,1000
79,923,1000
80,774,1000
81,832,1000
82,971,1000
83,769,1000
84,945,1000
85,956,1000
86,929,1000
87,972,1000
88,983,1000
89,966,1000
90,984,1000
91,966,1000
92,588,1000
93,938,1000
94,871,1000
95,916,1000
96,875,1000
97,861,1000
98,944,1000
99,995,1000
100,784,1000
101,869,1000
102,969,1000
103,703,1000
104,882,1000
105,816,1000
106,917,1000
107,746,1000
108,841,1000
109,805,1000
110,824,1000
111,524,1000
112,958,1000
113,826,1000
114,801,1000
115,797,1000
116,847,1000
117,980,1000
118,772,1000
119,932,1000
120,734,1000
121,948,1000
122,965,1000
123,780,1000
124,901,1000
125,656,1000
126,713,1000
127,995,1000
128,982,1000
129,959,1000
130,706,1000
131,643,1000
132,832,1000
133,904,1000
134,889,1000
135,622,1000
136,955,1000
137,951,1000
138,819,1000
139,582,1000
140,808,1000
141,940,1000
142,904,1000
143,999,1000
144,730,1000
145,934,1000
146,686,1000
147,972,1000
148,872,1000
149,729,1000
150,904,1000
151,889,1000
152,933,1000
153,893,1000
154,998,1000
155,929,1000
156,970,1000
157,864,1000
158,634,1000
159,839,1000
160,835,1000
161,854,1000
162,913,1000
163,634,1000
164,932,1000
165,719,1000
166,976,1000
167,929,1000
168,727,1000
169,892,1000
170,923,1000
171,971,1000
172,935,1000
173,782,1000
174,709,1000
175,587,1000
176,870,1000
177,925,1000
178,885,1000
179,938,1000
180,716,1000
181,986,1000
182,689,1000
183,912,1000
184,980,1000
185,891,1000
186,873,1000
187,980,1000
188,593,1000
189,470,1000
190,920,1000
191,973,1000
192,871,1000
193,994,1000
194,868,1000
195,786,1000
196,957,1000
197,584,1000
198,903,1000
199,967,1000
200,629,1000
201,559,1000
202,916,1000
203,938,1000
204,991,1000
205,960,1000
206,812,1000
207,908,1000
208,993,1000
209,725,1000
210,505,1000
211,600,1000
212,914,1000
213,854,1000
214,977,1000
215,937,1000
216,814,1000
217,905,1000
218,992,1000
219,896,1000
220,691,1000
221,881,1000
222,906,1000
223,857,1000
224,788,1000
225,922,1000
226,954,1000
227,941,1000
228,863,1000
229,823,1000
230,894,1000
231,959,1000
232,935,1000
233,930,1000
234,889,1000
235,945,1000
236,910,1000
237,936,1000
238,946,1000
239,583,1000
240,951,1000
241,980,1000
242,975,1000
243,946,1000
244,972,1000
245,996,1000
246,791,1000
247,931,1000
248,993,1000
249,989,1000
250,875,1000
251,924,1000
252,942,1000
253,495,1000
254,833,1000
255,826,1000
256,962,1000
257,888,1000
258,833,1000
259,560,1000
260,860,1000
