station,load,cycle_time
1,984,1000
2,931,1000
3,826,1000
4,692,1000
5,790,1000
6,606,1000
7,813,1000
8,980,1000
9,921,1000
10,984,1000
11,917,1000
12,739,1000
13,963,1000
14,924,1000
15,810,1000
16,988,1000
17,979,1000
18,980,1000
19,997,1000
20,806,1000
21,823,1000
22,918,1000
23,565,1000
24,941,1000
25,865,1000
26,701,1000
27,808,1000
28,574,1000
29,590,1000
30,909,1000
31,970,1000
32,971,1000
33,912,1000
34,900,1000
35,963,1000
36,787,1000
37,797,1000
38,719,1000
39,681,1000
40,699,1000
41,931,1000
42,791,1000
43,961,1000
44,934,1000
45,978,1000
46,968,1000
47,929,1000
48,762,1000
49,567,1000
50,894,1000
51,960,1000
52,933,1000
53,930,1000
54,849,1000
55,553,1000
56,740,1000
57,994,1000
58,958,1000
59,914,1000
60,973,1000
61,968,1000
62,965,1000
63,977,1000
64,769,1000
65,934,1000
66,958,1000
67,844,1000
68,829,1000
69,931,1000
70,950,1000
71,770,1000
72,877,1000
73,882,1000
74,879,1000
75,975,1000
76,985,1000
77,821,1000
78,644,1000
79,855,1000
80,951,1000
81,936,1000
82,846,1000
83,914,1000
84,937,1000
85,940,1000
86,939,1000
87,721,1000
88,929,1000
89,794,1000
90,935,1000
91,892,1000
92,668,1000
93,737,1000
94,971,1000
95,996,1000
96,931,1000
97,487,1000
98,579,1000
99,953,1000
100,995,1000
101,951,1000
102,971,1000
103,549,1000
104,841,1000
105,934,1000
106,860,1000
107,864,1000
108,913,1000
109,771,1000
110,553,1000
111,862,1000
112,880,1000
113,755,1000
114,989,1000
115,957,1000
116,811,1000
117,791,1000
118,847,1000
119,785,1000
120,832,1000
121,736,1000
122,907,1000
123,668,1000
124,871,1000
125,657,1000
126,833,1000
127,985,1000
128,915,1000
129,646,1000
130,925,1000
131,776,1000
132,998,1000
133,941,1000
134,879,1000
135,926,1000
136,604,1000
137,973,1000
138,925,1000
139,918,1000
140,949,1000
141,898,1000
142,978,1000
143,854,1000
144,736,1000
145,493,1000
146,995,1000
147,919,1000
148,916,1000
149,854,1000
150,765,1000
151,992,1000
152,815,1000
153,720,1000
154,524,1000
155,621,1000
156,882,1000
157,886,1000
158,994,1000
159,762,1000
160,796,1000
161,771,1000
162,888,1000
163,988,1000
164,831,1000
165,984,1000
166,848,1000
167,989,1000
168,976,1000
169,958,1000
170,941,1000
171,881,1000
172,916,1000
173,997,1000
174,718,1000
175,829,1000
176,917,1000
177,516,1000
178,776,1000
179,880,1000
180,904,1000
181,994,1000
182,779,1000
183,949,1000
184,985,1000
185,922,1000
186,960,1000
187,952,1000
188,966,1000
189,692,1000
190,864,1000
191,983,1000
192,972,1000
193,984,1000
194,748,1000
195,901,1000
196,861,1000
197,951,1000
198,958,1000
199,911,1000
200,993,1000
201,656,1000
202,913,1000
203,566,1000
204,580,1000
205,982,1000
206,946,1000
207,991,1000
208,988,1000
209,979,1000
210,994,1000
211,947,1000
212,987,1000
213,967,1000
214,916,1000
215,799,1000
216,933,1000
217,766,1000
218,816,1000
219,940,1000
220,493,1000
221,960,1000
222,954,1000
223,966,1000
224,788,1000
225,843,1000
226,833,1000
227,866,1000
228,734,1000
229,899,1000
230,717,1000
231,943,1000
232,996,1000
233,942,1000
234,756,1000
235,961,1000
236,998,1000
237,907,1000
238,952,1000
239,883,1000
240,837,1000
241,859,1000
242,775,1000
243,554,1000
244,918,1000
245,871,1000
246,936,1000
247,767,1000
248,986,1000
249,807,1000
250,814,1000
251,911,1000
252,552,1000
253,725,1000
254,936,1000
255,807,1000
256,846,1000
257,895,1000
258,679,1000
259,965,1000
260,825,1000
261,905,1000
262,781,1000
263,976,1000
264,407,1000
