task,station
1,4
2,1
3,1
4,6
5,17
6,7
7,7
8,3
9,3
10,2
11,4
12,6
13,5
14,1
15,2
16,5
17,1
18,1
19,12
20,5
21,12
22,5
23,6
24,5
25,8
26,3
27,23
28,13
29,17
30,25
31,4
32,11
33,1
34,7
35,5
36,10
37,18
38,16
39,39
40,8
41,8
42,15
43,8
44,12
45,15
46,10
47,10
48,5
49,11
50,11
51,14
52,22
53,18
54,20
55,12
56,3
57,8
58,3
59,24
60,25
61,16
62,22
63,18
64,11
65,26
66,16
67,12
68,24
69,21
70,7
71,12
72,26
73,17
74,14
75,9
76,25
77,31
78,17
79,35
80,40
81,23
82,18
83,15
84,21
85,50
86,26
87,14
88,19
89,7
90,28
91,26
92,18
93,13
94,15
95,32
96,32
97,9
98,14
99,21
100,27
101,36
102,32
103,43
104,42
105,27
106,13
107,47
108,56
109,16
110,23
111,24
112,31
113,35
114,47
115,32
116,31
117,18
118,39
119,36
120,21
121,48
122,44
123,60
124,44
125,46
126,52
127,36
128,27
129,20
130,20
131,25
132,27
133,56
134,46
135,50
136,28
137,61
138,53
139,33
140,53
141,25
142,37
143,61
144,54
145,46
146,37
147,42
148,51
149,51
150,44
151,36
152,29
153,37
154,29
155,38
156,34
157,34
158,41
159,28
160,28
161,33
162,36
163,29
164,30
165,57
166,53
167,22
168,25
169,30
170,54
171,54
172,44
173,48
174,34
175,58
176,42
177,49
178,66
179,63
180,55
181,39
182,33
183,39
184,35
185,43
186,47
187,34
188,33
189,55
190,39
191,49
192,68
193,69
194,40
195,70
196,42
197,53
198,41
199,47
200,58
201,42
202,48
203,55
204,52
205,56
206,59
207,35
208,53
209,57
210,52
211,38
212,70
213,73
214,73
215,70
216,72
217,70
218,71
219,49
220,64
221,72
222,53
223,60
224,38
225,60
226,53
227,45
228,61
229,55
230,59
231,60
232,47
233,65
234,54
235,85
236,69
237,62
238,75
239,74
240,56
241,72
242,62
243,63
244,63
245,76
246,57
247,65
248,73
249,75
250,56
251,57
252,61
253,73
254,62
255,71
256,72
257,79
258,67
259,56
260,61
261,72
262,81
263,78
264,70
265,72
266,86
267,78
268,57
269,78
270,64
271,63
272,64
273,63
274,81
275,64
276,62
277,74
278,73
279,97
280,77
281,84
282,77
283,57
284,81
285,69
286,72
287,83
288,80
289,72
290,71
291,65
292,66
293,82
294,113
295,82
296,71
297,90
298,67
299,69
300,67
301,75
302,68
303,97
304,71
305,83
306,82
307,85
308,85
309,80
310,89
311,75
312,82
313,79
314,100
315,104
316,80
317,85
318,68
319,82
320,76
321,91
322,76
323,79
324,92
325,87
326,96
327,95
328,85
329,90
330,81
331,80
332,75
333,88
334,92
335,104
336,102
337,92
338,77
339,91
340,93
341,105
342,99
343,88
344,93
345,122
346,94
347,85
348,80
349,89
350,83
351,82
352,94
353,94
354,83
355,97
356,99
357,108
358,83
359,116
360,111
361,116
362,86
363,86
364,124
365,98
366,99
367,90
368,112
369,98
370,93
371,95
372,89
373,104
374,123
375,108
376,100
377,105
378,125
379,103
380,105
381,107
382,87
383,106
384,112
385,103
386,88
387,96
388,114
389,93
390,90
391,92
392,90
393,92
394,94
395,115
396,118
397,98
398,103
399,97
400,106
401,109
402,97
403,107
404,104
405,112
406,107
407,96
408,94
409,116
410,89
411,97
412,88
413,118
414,95
415,123
416,115
417,99
418,119
419,97
420,114
421,122
422,113
423,97
424,120
425,109
426,100
427,101
428,111
429,101
430,102
431,115
432,105
433,121
434,124
435,133
436,126
437,126
438,106
439,133
440,126
441,122
442,98
443,124
444,127
445,117
446,125
447,117
448,135
449,139
450,133
451,136
452,128
453,133
454,130
455,111
456,108
457,130
458,110
459,126
460,100
461,127
462,129
463,129
464,130
465,139
466,127
467,129
468,119
469,117
470,108
471,128
472,132
473,113
474,139
475,134
476,125
477,129
478,113
479,134
480,126
481,127
482,130
483,138
484,131
485,135
486,132
487,121
488,134
489,136
490,135
491,120
492,120
493,130
494,136
495,142
496,121
497,132
498,132
499,134
500,129
501,138
502,116
503,139
504,117
505,131
506,136
507,139
508,131
509,147
510,122
511,131
512,150
513,140
514,120
515,128
516,120
517,144
518,148
519,141
520,146
521,143
522,141
523,140
524,140
525,139
526,152
527,131
528,139
529,137
530,145
531,118
532,134
533,141
534,166
535,168
536,152
537,152
538,120
539,147
540,135
541,144
542,146
543,169
544,156
545,147
546,173
547,143
548,149
549,143
550,145
551,144
552,149
553,158
554,155
555,159
556,169
557,163
558,152
559,171
560,171
